CPRO,CMUN,NOMBRE,Poblacion,PROVINCIA,num_bancos,alquiler_m2,renta_media,pop_score,renta_norm,renta_score,alquiler_norm,alquiler_score,competition_score,score_total,dist_m,dist_km,dist_score,score_with_distance
27,902,Burela,9547,Lugo,0.0,7.8,14.316,0.0980020911634216,0.4202151841188061,0.5797848158811939,0.0,1.0,1.0,0.5854036899373927,11449.61421848991,11.449614218489913,0.3182361945175794,0.5567786011424126
46,238,Tavernes de la Valldigna,17631,Valencia/València,0.0,13.5,14.435,0.3264475654901517,0.4382482194271861,0.5617517805728138,0.3454545454545454,0.6545454545454545,1.0,0.5480365562666678,4752.976145824144,4.752976145824143,0.6217000019424587,0.5559290683033596
20,051,Legazpi,8390,Gipuzkoa,0.0,,,0.0653064684771243,0.3767237460221246,0.6232762539778753,0.2424242424242425,0.7575757575757576,1.0,0.5361948708032644,3297.82374838555,3.29782374838555,0.7190802063510855,0.555789728183388
19,058,Cabanillas del Campo,11329,Guadalajara,0.0,10.5,14.689,0.1483595670726538,0.4767388998333082,0.5232611001666918,0.1636363636363636,0.8363636363636364,1.0,0.5316482959340839,3087.96927236671,3.08796927236671,0.7343298772833147,0.5533641796500728
20,072,Urnieta,6250,Gipuzkoa,0.0,,,0.004832283041795,0.3767237460221246,0.6232762539778753,0.2424242424242425,0.7575757575757576,1.0,0.5210763244444321,2039.3650930275653,2.0393650930275653,0.8155141471054423,0.5526232340152545
22,112,Fraga,15390,Huesca,0.0,8.4,15.14,0.2631192245739961,0.5450825882709504,0.4549174117290496,0.0363636363636364,0.9636363636363636,1.0,0.5614017323306624,7766.173084758697,7.766173084758697,0.4599592830727752,0.5505328984816029
46,031,Alginet,14652,Valencia/València,0.0,13.5,14.435,0.2422641082883544,0.4382482194271861,0.5617517805728138,0.3454545454545454,0.6545454545454545,1.0,0.5269906919662185,3040.663019020433,3.040663019020433,0.7378119464934632,0.549578683522709
43,133,Roquetes,8369,Tarragona,0.0,10.9,14.559,0.0647130302088337,0.4570389452947416,0.5429610547052584,0.1878787878787879,0.812121212121212,1.0,0.5135410351998777,1761.028105791377,1.7610281057913768,0.8385317689684824,0.5483614709607996
43,131,Roda de Berà,8048,Tarragona,0.0,10.9,14.559,0.0556419023935343,0.4570389452947416,0.5429610547052584,0.1878787878787879,0.812121212121212,1.0,0.5112732532460529,1577.6266805741118,1.5776266805741117,0.8540524518449818,0.5479995959530809
46,166,Meliana,10990,Valencia/València,0.0,13.5,14.435,0.1387797778845338,0.4382482194271861,0.5617517805728138,0.3454545454545454,0.6545454545454545,1.0,0.5011196093652633,1470.8464630985573,1.4708464630985572,0.863220905859473,0.5399161768467857
46,237,Tavernes Blanques,9635,Valencia/València,0.0,13.5,14.435,0.1004888800972108,0.4382482194271861,0.5617517805728138,0.3454545454545454,0.6545454545454545,1.0,0.4915468849184325,609.1553485536065,0.6091553485536064,0.940902709903218,0.5396921518810881
46,165,Massanassa,10345,Valencia/València,0.0,13.5,14.435,0.1205527453584649,0.4382482194271861,0.5617517805728138,0.3454545454545454,0.6545454545454545,1.0,0.4965628512337461,1067.0918490908848,1.0670918490908847,0.8987870158149593,0.5396582974388761
26,084,Lardero,11658,"Rioja, La",0.0,,14.827,0.1576567666092067,0.4976511592665556,0.5023488407334444,0.2424242424242425,0.7575757575757576,1.0,0.5048651093762911,1876.6829364039504,1.87668293640395,0.8288896095916417,0.5395820201136501
20,061,Orio,6182,Gipuzkoa,0.0,,,0.0029106734111396,0.3767237460221246,0.6232762539778753,0.2424242424242425,0.7575757575757576,1.0,0.5205959220367683,3618.87367298081,3.61887367298081,0.6963607964228882,0.5394278728638524
43,162,Vandellòs i l'Hospitalet de l'Infant,7104,Tarragona,0.0,10.9,14.559,0.0289654392856133,0.4570389452947416,0.5429610547052584,0.1878787878787879,0.812121212121212,1.0,0.5046041374690726,1909.9717177954312,1.9099717177954312,0.8261349246395838,0.539053864665913
46,207,Rafelbunyol,9710,Valencia/València,0.0,13.5,14.435,0.102608302483963,0.4382482194271861,0.5617517805728138,0.3454545454545454,0.6545454545454545,1.0,0.4920767405151206,927.4166390096404,0.9274166390096404,0.9114289248784988,0.5370073316969111
41,013,Aznalcóllar,6079,Sevilla,0.0,12.9,12.964,0.0,0.2153356569177149,0.784664343082285,0.3090909090909091,0.6909090909090909,1.0,0.5758262271143011,15495.65832243257,15.49565832243257,0.2123401450608537,0.5368812897514316
43,047,Constantí,6888,Tarragona,0.0,10.9,14.559,0.022861502811767,0.4570389452947416,0.5429610547052584,0.1878787878787879,0.812121212121212,1.0,0.503078153350611,2911.946407448331,2.9119464074483306,0.7473701951686516,0.5292523006882582
19,319,Villanueva de la Torre,6696,Guadalajara,0.0,10.5,14.689,0.0174357815016814,0.4767388998333082,0.5232611001666918,0.1636363636363636,0.8363636363636364,1.0,0.4989173495413407,2596.143323641603,2.596143323641603,0.7713490127960695,0.5281064563186331
46,126,Foios,7761,Valencia/València,0.0,13.5,14.435,0.0475315793935626,0.4382482194271861,0.5617517805728138,0.3454545454545454,0.6545454545454545,1.0,0.4783075597425205,1048.2941410343933,1.0482941410343931,0.9004781183524098,0.52354011959358
26,168,Villamediana de Iregua,9207,"Rioja, La",0.0,,14.827,0.0883940430101449,0.4976511592665556,0.5023488407334444,0.2424242424242425,0.7575757575757576,1.0,0.4875494284765256,2130.917566207742,2.1309175662077418,0.8080819869422208,0.5218922025978501
26,018,Arnedo,15219,"Rioja, La",0.0,,14.827,0.2582869415322011,0.4976511592665556,0.5023488407334444,0.2424242424242425,0.7575757575757576,1.0,0.5300226531070397,7935.197534197055,7.935197534197055,0.4522501814820944,0.5216898882900812
46,082,Canet d'En Berenguer,7771,Valencia/València,0.0,13.5,14.435,0.0478141690451295,0.4382482194271861,0.5617517805728138,0.3454545454545454,0.6545454545454545,1.0,0.4783782071554122,1430.9095690876904,1.4309095690876903,0.8666752352100078,0.5199814601612617
46,256,Vilamarxant,11041,Valencia/València,0.0,13.5,14.435,0.1402209851075253,0.4382482194271861,0.5617517805728138,0.3454545454545454,0.6545454545454545,1.0,0.5014799111710112,4282.868128376259,4.282868128376259,0.6516244937242198,0.5175668307302835
46,011,Alberic,10945,Valencia/València,0.0,13.5,14.435,0.1375081244524825,0.4382482194271861,0.5617517805728138,0.3454545454545454,0.6545454545454545,1.0,0.5008016960072506,4480.943694758436,4.4809436947584365,0.6388443937765947,0.515591985053966
50,067,Calatayud,19850,Zaragoza,0.0,11.1,15.65,0.3891542091728601,0.6223670253068648,0.3776329746931351,0.1999999999999999,0.8,1.0,0.5172233909051259,7068.391483510206,7.068391483510206,0.493200670427401,0.5146495279967982
39,060,Reocín,8400,Cantabria,0.0,11.1,15.043,0.0655890581286913,0.5303833914229429,0.4696166085770571,0.1999999999999999,0.8,1.0,0.4777247383918485,2075.0674577372147,2.0750674577372146,0.8126077600865347,0.5136050621448506
46,109,Cheste,9022,Valencia/València,0.0,13.5,14.435,0.0831661344561562,0.4382482194271861,0.5617517805728138,0.3454545454545454,0.6545454545454545,1.0,0.4872161985081689,3318.597328919476,3.318597328919476,0.7175879697848463,0.5118988882878128
46,249,Utiel,11703,Valencia/València,0.0,13.5,14.435,0.1589284200412581,0.4382482194271861,0.5617517805728138,0.3454545454545454,0.6545454545454545,1.0,0.5061567699044445,5855.183125548302,5.855183125548302,0.5568171816693611,0.5115846711649712
22,061,Binéfar,10118,Huesca,0.0,8.4,15.14,0.114137960267895,0.5450825882709504,0.4549174117290496,0.0363636363636364,0.9636363636363636,1.0,0.524156416254137,9772.976325400885,9.772976325400885,0.3763266989966121,0.508317517976545
25,019,Almacelles,6896,Lleida,0.0,8.8,14.713,0.0230875745330206,0.480375814517351,0.5196241854826489,0.0606060606060606,0.9393939393939392,1.0,0.524451261948932,9891.8075497872,9.8918075497872,0.3718812281044006,0.5081044726084465
46,183,"Olleria, l'",8648,Valencia/València,0.0,13.5,14.435,0.0725972814875519,0.4382482194271861,0.5617517805728138,0.3454545454545454,0.6545454545454545,1.0,0.4845739852660178,4272.308774264059,4.272308774264059,0.6523129305103847,0.5025460151136285
46,257,Castelló,6897,Valencia/València,0.0,13.5,14.435,0.0231158334981772,0.4382482194271861,0.5617517805728138,0.3454545454545454,0.6545454545454545,1.0,0.4722036232686742,3008.6568320108663,3.008656832010866,0.7401771843002612,0.5009150762363441
24,010,"Bañeza, La",10023,León,0.0,8.8,15.11,0.1114533585780088,0.5405364449158964,0.4594635550841036,0.0606060606060606,0.9393939393939392,1.0,0.5194704242808337,12855.746973932526,12.855746973932526,0.2764916389396431,0.4934369829942775
46,178,Nàquera/Náquera,8308,Valencia/València,0.0,13.5,14.435,0.0629892333342753,0.4382482194271861,0.5617517805728138,0.3454545454545454,0.6545454545454545,1.0,0.4821719732276986,5776.653992418569,5.776653992418569,0.5612070327285852,0.4906400153170793
47,075,Íscar,6396,Valladolid,0.0,9.4,15.59,0.0089580919546726,0.6132747385967572,0.3867252614032428,0.096969696969697,0.903030303030303,1.0,0.4520234663777031,2704.1109941031937,2.7041109941031936,0.7630657339746502,0.4853494236202331
15,067,"Pobra do Caramiñal, A",9184,"Coruña, A",0.0,,15.319,0.0877440868115409,0.5722079102894381,0.4277920897105619,0.2424242424242425,0.7575757575757576,1.0,0.4538364014665775,3658.1337272549854,3.6581337272549854,0.693632239825417,0.4795288127193102
17,193,Sils,6720,Girona,0.0,12.6,15.13,0.0181139966654421,0.5435672071525991,0.4564327928474009,0.2909090909090909,0.7090909090909091,1.0,0.4371959832204182,3010.963068168314,3.010963068168314,0.7400065016442083,0.4696399673372529
15,092,Vimianzo,6808,"Coruña, A",0.0,,15.319,0.0206007855992313,0.5722079102894381,0.4277920897105619,0.2424242424242425,0.7575757575757576,1.0,0.4370505761635001,3504.1696695051605,3.5041696695051607,0.7043943193254072,0.465694548645133
17,089,Llagostera,9508,Girona,0.0,12.6,15.13,0.0968999915223104,0.5435672071525991,0.4564327928474009,0.2909090909090909,0.7090909090909091,1.0,0.4568924819346353,6720.051092737032,6.720051092737031,0.5106835741373663,0.4626558132420707
50,252,Tauste,6817,Zaragoza,0.0,11.1,15.65,0.0208551162856416,0.6223670253068648,0.3776329746931351,0.1999999999999999,0.8,1.0,0.4251486176833212,3267.4362045972184,3.2674362045972183,0.7212686378457578,0.4568757627007251
17,009,Arbúcies,6574,Girona,0.0,12.6,15.13,0.0139881877525645,0.5435672071525991,0.4564327928474009,0.2909090909090909,0.7090909090909091,1.0,0.4361645309921988,5952.60888319279,5.95260888319279,0.551418688405834,0.4485131907150883
31,902,Berrioplano/Berriobeiti,7631,Navarra,0.0,10.6,16.423,0.0438579139231921,0.7395059857554173,0.2604940142445827,0.1696969696969696,0.8303030303030303,1.0,0.3857625424666178,1155.5045368016652,1.1555045368016652,0.8908756231494057,0.4398818011112022
08,102,Igualada,41466,Barcelona,0.0,24.3,17.062,1.0,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.3736475223518714,486.4744282154704,0.4864744282154704,0.952516887174344,0.435669240011422
50,163,María de Huerva,6371,Zaragoza,0.0,11.1,15.65,0.0082516178257552,0.6223670253068648,0.3776329746931351,0.1999999999999999,0.8,1.0,0.4219977430683496,7023.208695346148,7.023208695346147,0.4954341304667784,0.429865927432467
31,215,San Adrián,6481,Navarra,0.0,10.6,16.423,0.0113601039929917,0.7395059857554173,0.2604940142445827,0.1696969696969696,0.8303030303030303,1.0,0.3776380899840677,3478.005296424038,3.478005296424038,0.7062397360579358,0.4128454092062678
31,077,Corella,8712,Navarra,0.0,10.6,16.423,0.0744058552575804,0.7395059857554173,0.2604940142445827,0.1696969696969696,0.8303030303030303,1.0,0.3933995278002149,5646.281068307501,5.646281068307501,0.5685715553220574,0.4121679593204123
31,072,Cintruénigo,8333,Navarra,0.0,10.6,16.423,0.0636957074631927,0.7395059857554173,0.2604940142445827,0.1696969696969696,0.8303030303030303,1.0,0.3907219908516179,11690.032196896733,11.69003219689673,0.3106764631585514,0.3821456843130751
01,036,Laudio/Llodio,17982,Araba/Álava,0.0,12.2,17.806,0.336366462260152,0.9490831944233976,0.0509168055766022,0.2666666666666666,0.7333333333333334,1.0,0.3403375114078423,3629.608327014897,3.629608327014897,0.6956136782741242,0.3784028150006582
08,172,Premià de Mar,28951,Barcelona,0.0,24.3,17.062,0.6463390510639501,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.2852322851178588,1735.6056312905089,1.7356056312905088,0.8406662362423591,0.3447430655954838
08,147,Olesa de Montserrat,24677,Barcelona,0.0,24.3,17.062,0.5255602339842315,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.2550375808479292,2147.253282569806,2.147253282569806,0.8067630047478882,0.3141510191229248
08,076,Esparreguera,22550,Barcelona,0.0,24.3,17.062,0.4654534150959392,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.2400108761258561,1613.9770559086048,1.6139770559086049,0.850953574806414,0.3054690224130587
08,221,Sant Just Desvern,20881,Barcelona,0.0,24.3,17.062,0.4182892022494136,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.2282198229142247,642.5674996432298,0.6425674996432298,0.9377641976948194,0.3042424344978599
08,159,Parets del Vallès,18881,Barcelona,0.0,24.3,17.062,0.3617712719360217,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.2140903403358768,1240.0571341997809,1.2400571341997808,0.8833747937771379,0.285799388918869
08,041,Canovelles,17312,Barcelona,0.0,24.3,17.062,0.3174329556051657,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.2030057612531627,737.5911742886192,0.7375911742886192,0.9288954216116212,0.2807796534344262
08,046,Cardedeu,19064,Barcelona,0.0,24.3,17.062,0.366942662559697,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.2153831879917956,2546.632133461745,2.546632133461745,0.7751775234479064,0.2753611525049503
08,006,Arenys de Mar,16642,Barcelona,0.0,24.3,17.062,0.2984994489501794,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.1982723845894162,1133.4077850560468,1.133407785056047,0.8928463454236794,0.2726910232502301
08,072,Corbera de Llobregat,15726,Barcelona,0.0,24.3,17.062,0.2726142368666459,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.1918010815685328,1224.87246401288,1.22487246401288,0.8847171881995243,0.2660420929932819
08,112,Manlleu,21348,Barcelona,0.0,24.3,17.062,0.4314861389775906,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.231519057096269,6207.121506687554,6.207121506687554,0.5375614764828793,0.264309316316263
08,107,Lliçà d'Amunt,16253,Barcelona,0.0,24.3,17.062,0.2875067115042247,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.1955242002279275,2140.027184353422,2.1400271843534218,0.8073461903012813,0.2610765563072154
08,156,Palau-solità i Plegamans,15456,Barcelona,0.0,24.3,17.062,0.264984316274338,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.1898936014204558,1807.0443647306035,1.807044364730604,0.8346820238042179,0.2589780752472875
08,904,Badia del Vallès,13118,Barcelona,0.0,24.3,17.062,0.1989148557379828,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.1733762362863671,498.8541951472852,0.4988541951472852,0.9513384230742132,0.256729327727922
28,176,Villanueva de la Cañada,23799,Madrid,0.0,23.0,18.142,0.5007488625766524,1.0,0.0,0.9212121212121211,0.0787878787878788,1.0,0.1948841853411328,3903.072679077254,3.9030726790772543,0.6768488686073305,0.2465232585482254
08,157,Pallejà,11825,Barcelona,0.0,24.3,17.062,0.162376013790375,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.1642415257994651,783.0303185415913,0.7830303185415913,0.9246841753230006,0.245717523962701
08,285,Torelló,15093,Barcelona,0.0,24.3,17.062,0.2547263119224574,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.1873291003324857,3279.4769011422604,3.2794769011422606,0.7204007027981684,0.2444439148823803
08,181,"Roca del Vallès, La",10962,Barcelona,0.0,24.3,17.062,0.1379885268601463,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.1581446540669079,718.3082194186289,0.718308219418629,0.9306883345384092,0.240917191260283
08,197,Sant Andreu de Llavaneres,11933,Barcelona,0.0,24.3,17.062,0.1654279820272981,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.1650045178586959,2330.9588752165428,2.3309588752165427,0.7920776195229579,0.2321909216084382
08,230,Premià de Dalt,10594,Barcelona,0.0,24.3,17.062,0.1275892276824822,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.1555448292724919,1640.8875928961995,1.6408875928961997,0.8486666914844597,0.2298078859380599
08,214,Vilassar de Dalt,9281,Barcelona,0.0,24.3,17.062,0.0904852064317404,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.1462688239598065,1413.992484168357,1.4139924841683569,0.8681426379240165,0.2236124468845432
08,155,Palafolls,9938,Barcelona,0.0,24.3,17.062,0.1090513465396897,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.1509103589867938,2052.770398710638,2.052770398710638,0.8144216578835615,0.2220008552971617
08,209,Sant Fost de Campsentelles,9227,Barcelona,0.0,24.3,17.062,0.0889592223132789,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.1458873279301911,1990.8586756234165,1.9908586756234168,0.8194795236026496,0.2180579203236687
28,172,Villalbilla,18000,Madrid,0.0,23.0,18.142,0.3368751236329725,1.0,0.0,0.9212121212121211,0.0787878787878788,1.0,0.1539157506052128,2964.086153066538,2.964086153066538,0.7434835671775175,0.2170837309522454
08,005,"Ametlla del Vallès, L'",9462,Barcelona,0.0,24.3,17.062,0.0956000791251024,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.1475475421331469,2346.5354268103624,2.3465354268103624,0.7908447961383952,0.2164722479194235
08,267,Sentmenat,9553,Barcelona,0.0,24.3,17.062,0.0981716449543617,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.1481904335904618,2446.4435373681004,2.4464435373681,0.7829829536918483,0.2162039178870389
28,177,Villanueva del Pardillo,18086,Madrid,0.0,23.0,18.142,0.3393053946364484,1.0,0.0,0.9212121212121211,0.0787878787878788,1.0,0.1545233183560818,3180.602559120087,3.180602559120087,0.7275589473658539,0.215919992892843
08,264,Sant Vicenç de Montalt,6712,Barcelona,0.0,24.3,17.062,0.0178879249441885,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.1281195035879185,820.4536339551037,0.8204536339551036,0.9212301676200134,0.2130956461627858
08,198,Sant Antoni de Vilamajor,6668,Barcelona,0.0,24.3,17.062,0.0166445304772939,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.1278086549711948,1935.5648611994973,1.9355648611994976,0.824023289002144,0.2024030800459393
08,262,Sant Vicenç de Castellet,10131,Barcelona,0.0,24.3,17.062,0.114505326814932,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.1522738540556044,5991.760628774373,5.991760628774373,0.5492640087120033,0.1948085134830756
08,108,Lliçà de Vall,6861,Barcelona,0.0,24.3,17.062,0.0220985107525362,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.1291721500400054,3224.365430557036,3.2243654305570364,0.7243818974101952,0.1929446229725257
08,191,Sallent,6927,Barcelona,0.0,24.3,17.062,0.0239636024528781,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.1296384229650909,3961.915114867628,3.961915114867628,0.6728778197654737,0.1878426440508461
08,091,Gelida,8098,Barcelona,0.0,24.3,17.062,0.0570548506513691,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.1379112350147136,5426.978661478873,5.426978661478873,0.5811781944465388,0.1854041235252663
08,075,Dosrius,6142,Barcelona,0.0,24.3,17.062,0.0017803148048718,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.1240926010530893,3737.8647174715607,3.737864717471561,0.6881238300219935,0.1845245184426147
08,138,Moià,6738,Barcelona,0.0,24.3,17.062,0.0186226580382626,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.128303186861437,5322.454374131142,5.322454374131142,0.5872847768178151,0.1774797857853347
08,183,Roda de Ter,6900,Barcelona,0.0,24.3,17.062,0.0232006103936473,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.1294476749502832,5864.453743055215,5.864453743055215,0.5563012169606344,0.1751819830228208
08,274,Súria,6090,Barcelona,0.0,24.3,17.062,0.0003108486167236,0.8363388392180636,0.1636611607819363,1.0,0.0,1.0,0.1237252345060522,7885.536849377347,7.885536849377346,0.4545016727570901,0.1591655671758063
28,075,Loeches,9200,Madrid,0.0,23.0,18.142,0.0881962302540481,1.0,0.0,0.9212121212121211,0.0787878787878788,1.0,0.0917460272604817,3754.5255030387593,3.754525503038759,0.6869783161874222,0.1555209153597967
28,059,Fuente el Saz de Jarama,7379,Madrid,0.0,23.0,18.142,0.0367366547037047,1.0,0.0,0.9212121212121211,0.0787878787878788,1.0,0.0788811333728959,2541.9990844173017,2.5419990844173017,0.7755367502056684,0.1535228066049786
28,004,"Álamo, El",10430,Madrid,0.0,23.0,18.142,0.1229547573967841,1.0,0.0,0.9212121212121211,0.0787878787878788,1.0,0.1004356590461657,5552.267271663542,5.552267271663542,0.5739421181734093,0.1511684939526561
28,067,Guadalix de la Sierra,6904,Madrid,0.0,23.0,18.142,0.0233136462542741,1.0,0.0,0.9212121212121211,0.0787878787878788,1.0,0.0755253812605382,5394.689922185892,5.394689922185892,0.5830577784036959,0.1299038523830194
