CPRO,CMUN,NOMBRE,Poblacion,PROVINCIA,num_bancos,alquiler_m2,renta_media,pop_score,renta_norm,renta_score,alquiler_norm,alquiler_score,competition_score,score_total,dist_m,dist_km,dist_score,score_with_distance
41,045,Gerena,7923,Sevilla,0.0,12.9,12.964,0.0521095317489473,0.2153356569177149,0.784664343082285,0.3090909090909091,0.6909090909090909,1.0,0.5888536100515378,4077.362409223772,4.077362409223772,0.6651542961710608,0.5970286835643438
11,901,Benalup-Casas Viejas,7228,Cádiz,0.0,11.8,12.335,0.0324695509650436,0.1200181845734204,0.8799818154265795,0.2424242424242425,0.7575757575757576,1.0,0.6435031440771611,15956.964919370064,15.956964919370064,0.202767253552635,0.5962814415209619
49,219,Toro,8369,Zamora,0.0,7.8,13.897,0.0647130302088337,0.356720715259888,0.643279284740112,0.0,1.0,1.0,0.6056539356852588,6971.845116448497,6.971845116448497,0.4979854039895952,0.5941180215750091
32,085,Verín,13798,Ourense,0.0,8.1,14.049,0.2181309520445361,0.3797545082588271,0.6202454917411728,0.0181818181818181,0.9818181818181818,1.0,0.6290977547492074,12323.95624700267,12.32395624700267,0.2915931924288368,0.5929365516434532
41,010,Almensilla,6653,Sevilla,0.0,12.9,12.964,0.0162206459999434,0.2153356569177149,0.784664343082285,0.3090909090909091,0.6909090909090909,1.0,0.5798813886142868,3636.49142222289,3.63649142222289,0.6951350454992148,0.5922299947091005
41,015,Benacazón,7358,Sevilla,0.0,12.9,12.964,0.0361432164354141,0.2153356569177149,0.784664343082285,0.3090909090909091,0.6909090909090909,1.0,0.5848620312231545,4682.853275339263,4.682853275339263,0.6260748617738275,0.589277691639298
32,058,"Pereiro de Aguiar, O",6731,Ourense,0.0,8.1,14.049,0.0184248452821657,0.3797545082588271,0.6202454917411728,0.0181818181818181,0.9818181818181818,1.0,0.5791712280586148,4217.7821476177705,4.21778214761777,0.6558794876521217,0.5873899701579188
41,903,"Cuervo de Sevilla, El",8716,Sevilla,0.0,12.9,12.964,0.0745188911182072,0.2153356569177149,0.784664343082285,0.3090909090909091,0.6909090909090909,1.0,0.5944559498938529,7181.658659308317,7.181658659308317,0.4876458440855788,0.5830120099858234
46,085,Carlet,16428,Valencia/València,0.0,13.5,14.435,0.2924520304066465,0.4382482194271861,0.5617517805728138,0.3454545454545454,0.6545454545454545,1.0,0.5395376724957915,721.0545433247752,0.7210545433247751,0.9304327724705947,0.5814192903502347
19,024,Alovera,13585,Guadalajara,0.0,10.5,14.689,0.2121117924661598,0.4767388998333082,0.5232611001666918,0.1636363636363636,0.8363636363636364,1.0,0.5475863522824604,2029.5658572599489,2.0295658572599486,0.816313680322119,0.5763785660009952
41,064,Montellano,7031,Sevilla,0.0,12.9,12.964,0.0269025348291745,0.2153356569177149,0.784664343082285,0.3090909090909091,0.6909090909090909,1.0,0.5825518608215947,7110.120391056813,7.110120391056813,0.4911468859988235,0.572758470662012
41,092,Tocina,9373,Sevilla,0.0,12.9,12.964,0.0930850312261565,0.2153356569177149,0.784664343082285,0.3090909090909091,0.6909090909090909,1.0,0.5990974849208401,11301.160283721554,11.301160283721554,0.3229957775737051,0.569515159133647
07,008,Binissalem,9281,"Balears, Illes",0.0,,,0.0904852064317404,0.3767237460221246,0.6232762539778753,0.2424242424242425,0.7575757575757576,1.0,0.5424895552919184,2439.42875725665,2.43942875725665,0.7835323917037762,0.568315573478903
20,903,Astigarraga,7764,Gipuzkoa,0.0,,,0.0476163562890326,0.3767237460221246,0.6232762539778753,0.2424242424242425,0.7575757575757576,1.0,0.5317723427562415,1523.64609117686,1.52364609117686,0.85867514287191,0.5667976427686344
46,007,Albal,17038,Valencia/València,0.0,13.5,14.435,0.309689999152231,0.4382482194271861,0.5617517805728138,0.3454545454545454,0.6545454545454545,1.0,0.5438471646821876,2880.477921930928,2.880477921930928,0.7497257603445007,0.5659055856460069
46,135,Godella,13437,Valencia/València,0.0,13.5,14.435,0.2079294656229688,0.4382482194271861,0.5617517805728138,0.3454545454545454,0.6545454545454545,1.0,0.5184070312998721,461.7571530327114,0.4617571530327114,0.9548741614457028,0.5651713666726396
41,042,Fuentes de Andalucía,7247,Sevilla,0.0,12.9,12.964,0.0330064713030208,0.2153356569177149,0.784664343082285,0.3090909090909091,0.6909090909090909,1.0,0.5840778449400563,10943.306968222549,10.943306968222547,0.3347635903186491,0.5573656033734768
