Municipio,num_bancos,poblacion,renta
picassent,3,22695.0,35.18
polinyà de xúquer,1,2551.0,32.436
"pobla de farnals, la",5,9076.0,34.769
"pobla de vallbona, la",8,27056.0,40.279
"pobla llarga, la",2,4569.0,31.608
puig,1,,
puçol,4,21298.0,41.098
requena,8,20740.0,31.64
riba roja de túria,1,24230.0,41.662
rocafort,3,7753.0,63.336
rótova,1,,
sagunto/sagunt,14,,
sedaví,2,10908.0,35.081
silla,4,20117.0,34.016
sinarcas,2,1153.0,32.39
sueca,17,28480.0,33.341
sumacàrcer,1,1042.0,30.143
teresa de cofrentes,1,605.0,24.76
torrebaja,1,391.0,30.628
torrent,32,173.0,60.516
torrent,32,173.0,36.023
torrent,32,89401.0,60.516
torrent,32,89401.0,36.023
turís,1,7544.0,31.713
valencia,241,,
vallada,1,3079.0,32.615
vinalesa,2,3531.0,37.173
yátova,1,2242.0,31.74
san antonio de benagéber,2,10630.0,55.391
alcazarén,1,614.0,27.751
aldeamayor de san martín,3,6163.0,38.925
arroyo de la encomienda,6,22268.0,42.562
campaspero,2,1004.0,33.594
cigales,3,5364.0,33.556
cistérniga,4,9281.0,38.365
cogeces del monte,2,644.0,33.367
laguna de duero,7,22907.0,39.823
mayorga,2,1409.0,30.588
medina del campo,9,20097.0,30.434
medina de rioseco,6,4537.0,31.318
mucientes,1,691.0,36.417
nava del rey,4,1925.0,26.965
olmedo,6,3564.0,32.375
pedrajas de san esteban,3,3406.0,31.986
peñafiel,6,5188.0,33.653
portillo,7,2368.0,34.039
rueda,3,1103.0,32.101
simancas,1,5538.0,57.743
tordesillas,2,8638.0,32.861
torrelobatón,2,386.0,32.185
tudela de duero,2,8786.0,35.027
valdestillas,1,1612.0,33.367
valladolid,112,300618.0,37.466
zaratán,4,6383.0,39.329
abadiño,1,7742.0,44.795
abanto y ciérvana abanto zierbena,4,9409.0,41.418
amorebieta etxano,8,19678.0,45.694
arrigorriaga,7,11952.0,43.11
bakio,2,2821.0,46.475
barakaldo,51,101984.0,38.597
basauri,16,40388.0,37.239
berango,2,7647.0,56.604
bermeo,12,17042.0,40.225
berriz,2,4600.0,44.686
bilbao,205,348089.0,44.813
busturia,1,1656.0,42.009
karrantza harana/valle de carranza,3,2711.0,34.354
artea,1,748.0,53.748
zeberio,1,1081.0,46.411
dima,1,1505.0,48.092
durango,3,29887.0,49.291
ea,1,842.0,40.647
etxebarri,6,11941.0,45.459
elantxobe,1,349.0,35.76
elorrio,7,7266.0,48.421
ermua,2,15627.0,40.178
galdakao,10,24774.0,45.218
gamiz fika,1,1381.0,62.534
gordexola,1,1711.0,49.576
gorliz,1,6015.0,49.551
getxo,30,75981.0,61.31
güeñes,5,6771.0,39.679
gernika lumo,5,17033.0,43.497
ibarrangelu,1,680.0,44.968
ispaster,1,712.0,46.268
lanestosa,1,246.0,33.294
leioa,16,32683.0,48.812
lemoa,1,3586.0,42.035
lekeitio,6,7163.0,41.327
mañaria,1,531.0,46.447
markina xemein,4,5078.0,45.291
mundaka,2,1828.0,45.479
mungia,9,17997.0,52.747
muskiz,5,7361.0,42.851
otxandio,1,1357.0,42.057
ondarroa,1,8113.0,40.398
urduña/orduña,6,4203.0,39.308
orozko,1,2666.0,46.099
sukarrieta,1,353.0,48.355
plentzia,4,4390.0,49.45
portugalete,8,44766.0,39.248
valle de trápaga trapagaran,7,11898.0,39.042
lezama,1,2459.0,54.841
santurtzi,14,46247.0,38.832
ortuella,1,8629.0,37.296
sestao,11,28228.0,34.327
sopelana,8,,
sopuerta,1,2765.0,41.928
trucios turtzioz,1,515.0,39.365
urduliz,2,5711.0,47.991
balmaseda,1,7633.0,37.505
areatza,2,1287.0,41.428
igorre,3,4330.0,43.194
zaldibar,2,3027.0,43.65
zalla,6,8316.0,43.063
derio,8,7168.0,45.542
erandio,16,24662.0,38.314
loiu,4,2359.0,60.958
sondika,1,4587.0,50.401
zamudio,7,3314.0,45.555
alonsotegi,1,3020.0,37.533
zierbena,1,1493.0,53.783
benavente,11,17246.0,29.015
bermillo de sayago,4,1026.0,28.923
ferreras de abajo,2,451.0,27.757
galende,5,1024.0,26.884
lubián,1,290.0,29.226
mombuey,4,386.0,29.7
morales del vino,4,3085.0,38.796
morales de valverde,1,150.0,26.344
moralina,2,219.0,32.991
palacios de sanabria,1,230.0,28.194
puebla de sanabria,10,1366.0,33.535
rabanales,1,488.0,28.603
san cristóbal de entreviñas,2,1318.0,27.352
santa cristina de la polvorosa,1,1027.0,28.952
santa croya de tera,1,260.0,30.612
santa maría de la vega,1,290.0,28.645
santibáñez de tera,1,358.0,29.434
santibáñez de vidriales,3,844.0,27.234
sanzoles,1,466.0,24.639
tábara,2,748.0,30.508
villalpando,5,1399.0,29.32
villanueva del campo,2,761.0,26.092
villardeciervos,1,392.0,32.543
villarrín de campos,1,415.0,30.92
zamora,21,59506.0,32.824
aguarón,2,599.0,28.655
ainzón,2,1043.0,34.116
alagón,5,7450.0,36.418
alcalá de ebro,1,243.0,32.053
alhama de aragón,2,925.0,29.78
almonacid de la cuba,1,233.0,28.896
"almunia de doña godina, la",2,7937.0,36.072
aniñón,1,683.0,27.887
ateca,3,1732.0,30.769
azuara,1,537.0,29.669
bárboles,2,286.0,33.614
boquiñeni,3,751.0,33.79
bujaraloz,2,953.0,38.403
"burgo de ebro, el",2,2704.0,37.929
cabañas de ebro,1,481.0,38.675
calatorao,1,2906.0,32.223
caspe,4,10432.0,30.926
cosuenda,2,329.0,30.119
cuarte de huerva,3,15112.0,46.472
ejea de los caballeros,2,17133.0,34.489
fabara,1,1047.0,30.426
fayón,1,430.0,26.438
fuentes de ebro,4,4631.0,37.82
gallur,4,2603.0,32.731
lécera,1,599.0,27.298
mallén,2,2951.0,32.943
mequinenza,3,2232.0,37.905
monegrillo,2,380.0,36.708
moyuela,1,227.0,32.93
muel,2,1474.0,36.52
"muela, la",5,6564.0,38.226
nuévalos,1,306.0,31.521
pedrola,5,3766.0,38.285
pina de ebro,1,2446.0,36.853
"puebla de alfindén, la",11,6426.0,38.796
remolinos,1,1023.0,37.456
ricla,2,2949.0,31.819
san mateo de gállego,2,3409.0,39.526
sos del rey católico,1,585.0,36.396
tarazona,2,10803.0,34.239
torres de berrellén,1,1506.0,36.761
used,1,260.0,33.057
utebo,9,19022.0,39.323
vera de moncayo,1,315.0,37.328
villanueva de gállego,2,4814.0,42.455
zaragoza,255,686986.0,39.345
zuera,6,8709.0,39.376
ceuta,13,83229.0,44.907
melilla,4,85811.0,45.989
