id,amenity,atm,brand,name,coordinates
node/751088790,bank,yes,Caixabank,Caixabank,"[-6.5365695, 39.9854932]"
node/752281454,atm,,Caixabank,Caixabank,"[-5.9742199, 37.3896661]"
node/752549681,bank,,BBVA,BBVA,"[2.4359845, 41.5406227]"
node/754124815,bank,,BBVA,BBVA,"[-5.9742901, 37.3891645]"
way/758067749,bank,,Banco Santander,Banco Santander,"[-7.9584579, 42.1525604]"
way/758205449,bank,,Caja Rural,Caja Rural,"[-5.9816417, 37.4873916]"
way/758205453,bank,,Caixabank,Caixabank,"[-5.9818984, 37.4872847]"
way/758741358,bank,,,Banca Pueyo,"[-6.3390389, 39.154206]"
node/760205968,bank,,Caixabank,Caixabank,"[-6.5985505, 37.3074171]"
node/760206546,bank,,Caja Rural,Caja Rural,"[-6.5969236, 37.3089798]"
node/760382651,bank,yes,Banco Santander,Banco Santander,"[-6.5366687, 39.9855341]"
node/762003749,bank,yes,Caixabank,Caixabank,"[-2.682081, 42.8449332]"
node/762004619,bank,yes,Banco Santander,Banco Santander,"[-3.74005, 40.3885625]"
way/762662230,bank,,Caixabank,Caixabank,"[2.6552106, 39.575416]"
node/763109401,bank,yes,Banco Santander,Banco Santander,"[-6.598173, 42.5482742]"
node/764904201,bank,yes,BBVA,BBVA,"[-8.5558186, 42.8659699]"
node/764953200,bank,yes,Caja Rural,Caja Rural,"[-3.4148266, 42.7339083]"
node/764953201,bank,yes,BBVA,BBVA,"[-3.4153717, 42.733912]"
node/765090841,bank,yes,Caixabank,Caixabank,"[-3.7646788, 40.2394194]"
node/765090862,bank,yes,Caixabank,Caixabank,"[-3.7514439, 40.2281152]"
node/765090964,bank,yes,BBVA,BBVA,"[-3.7528527, 40.2303027]"
node/765090976,bank,yes,Banco Santander,Banco Santander,"[-3.7524251, 40.2302211]"
node/765364235,bank,yes,Banco Santander,Banco Santander,"[-3.3633797, 40.4841064]"
node/765915973,bank,yes,Caixabank,Caixabank,"[-4.3605302, 36.721274]"
node/765927327,bank,yes,La Caixa,La Caixa,"[-5.6431835, 37.4710961]"
node/765928149,bank,yes,Caixabank,Caixabank,"[-5.6443497, 37.4701928]"
node/765929096,bank,yes,Banco Santander,Banco Santander,"[-5.6436457, 37.4707998]"
node/765929819,bank,yes,Caja Rural,Caja Rural,"[-5.6441269, 37.4702763]"
node/765931514,bank,yes,,Cajasol,"[-5.6453341, 37.466324]"
node/765931520,bank,yes,Caixabank,Caixabank,"[-5.6449242, 37.4668451]"
node/765934312,bank,no,CajaSur,CajaSur,"[-5.6433641, 37.4707833]"
node/765934315,bank,yes,BBVA,BBVA,"[-5.6429356, 37.4710338]"
node/765948864,bank,yes,Kutxabank,Kutxabank,"[-2.5038131, 43.3649804]"
way/766524081,bank,yes,Unicaja Banco,Unicaja Banco,"[-2.0894516, 40.2346099]"
node/769865136,bank,yes,Ibercaja,Ibercaja,"[-0.3173811, 40.7990143]"
node/772601454,bank,yes,BBVA,BBVA,"[-2.8475652, 43.3543606]"
node/772601562,bank,yes,Caixabank,Caixabank,"[-2.8472783, 43.354349]"
node/772601633,bank,yes,Rural Kutxa,Rural Kutxa,"[-2.8472764, 43.3544936]"
node/772601655,bank,yes,Kutxabank,Kutxabank,"[-2.8469564, 43.3544955]"
node/772626485,bank,yes,Kutxabank,Kutxabank,"[-2.8492418, 43.3562877]"
node/772626486,bank,yes,Banco Santander,Banco Santander,"[-2.8491839, 43.3562549]"
node/774051193,bank,yes,Caja Rural,Caja Rural,"[-0.4874947, 38.3419937]"
node/774051197,bank,yes,Banco Sabadell,Banco Sabadell,"[-0.4879078, 38.3418128]"
node/774892778,bank,,Caixabank,Caixabank,"[2.822735, 41.9827691]"
node/775888998,bank,,Rural Kutxa,Rural Kutxa,"[-2.4692996, 43.1858418]"
node/775889000,bank,yes,BBVA,BBVA,"[-2.4692228, 43.1859553]"
node/775889009,bank,yes,Laboral Kutxa,Laboral Kutxa,"[-2.4690336, 43.1853854]"
node/776222089,bank,yes,Ibercaja,Ibercaja,"[-6.9997745, 39.2191418]"
node/776222096,bank,yes,BBVA,BBVA,"[-6.999311, 39.2183474]"
node/776275516,atm,,Unicaja Banco,Unicaja Banco,"[-4.7196836, 41.6738184]"
node/777401990,bank,yes,Unicaja Banco,Unicaja Banco,"[-6.3749824, 39.473156]"
node/778373541,bank,yes,Unicaja Banco,Unicaja Banco,"[-6.061701, 42.459609]"
node/778395958,bank,yes,Unicaja Banco,Unicaja Banco,"[-6.0530052, 42.4558324]"
node/778667690,bank,yes,Unicaja Banco,Unicaja Banco,"[-4.6861628, 41.6122185]"
node/779163352,bank,yes,Banco Santander,Banco Santander,"[-0.2549763, 39.1641519]"
node/786118843,bank,yes,,Caí Villanueva,"[-0.8241977, 41.7679749]"
node/786122173,bank,yes,Ibercaja,Ibercaja,"[-0.8247685, 41.7681349]"
way/787679832,bank,,Caixabank,Caixabank,"[2.5057018, 39.5659112]"
way/793764031,bank,,Abanca,Abanca,"[-8.3971389, 43.3704142]"
node/794297263,bank,yes,Laboral Kutxa,Laboral Kutxa,"[-4.6860728, 41.6117547]"
node/794297340,bank,yes,Unicaja Banco,Unicaja Banco,"[-4.6864797, 41.6125862]"
node/794297438,bank,yes,BBVA,BBVA,"[-4.6863264, 41.6114348]"
way/794303895,bank,yes,Abanca,Abanca,"[-8.4027391, 43.3696915]"
node/794592872,bank,yes,,Cajasiete,"[-17.978134, 28.773497]"
way/795333064,bank,,,Banco de España,"[-8.4058111, 43.3675781]"
way/795335594,bank,,Abanca,Abanca,"[-8.4805994, 42.4726687]"
way/795403724,bank,,,Colonya,"[3.0577565, 39.7371292]"
node/795890789,bank,yes,Caja Rural,Caja Rural,"[-6.942978, 37.2664992]"
node/795890818,bank,yes,CajaSur,CajaSur,"[-6.9524676, 37.2640907]"
node/796289052,bank,yes,,Cajasol,"[-6.9526003, 37.2633262]"
node/796694937,bank,,BBVA,BBVA,"[-5.973158, 37.3823267]"
way/796847053,bank,,Caixabank,Caixabank,"[3.0158229, 39.8768259]"
node/797161177,bank,yes,Caixabank,Caixabank,"[-6.9528323, 37.2620716]"
node/797161187,bank,yes,Caixabank,Caixabank,"[-6.9539831, 37.2621331]"
node/797161191,bank,yes,Unicaja Banco,Unicaja Banco,"[-6.9527264, 37.2620748]"
node/797461396,bank,yes,Banco Pastor,Banco Pastor,"[-7.6158862, 42.8072575]"
node/799919993,bank,yes,Unicaja Banco,Unicaja Banco,"[-1.6533734, 42.8275182]"
node/799920005,bank,yes,,Caja Rural de Navarra,"[-1.6525237, 42.8268666]"
node/799920041,bank,yes,Caixabank,Caixabank Rochapea,"[-1.6523759, 42.8266864]"
node/800290375,bank,yes,BBVA,BBVA,"[-0.8940334, 41.6472965]"
node/800290463,bank,yes,Ibercaja,Ibercaja,"[-0.8940997, 41.647598]"
node/800381513,bank,yes,Ibercaja,Ibercaja,"[-0.891375, 41.6436684]"
node/800537667,bank,yes,Banco Santander,Banco Santander,"[-1.6513151, 42.8270516]"
node/800732791,bank,yes,Banco Santander,Banco Santander,"[2.8292427, 41.9632755]"
node/802642278,atm,,Caixabank,Caixabank,"[-5.983445, 37.393034]"
node/803889548,bank,,Bankinter,Bankinter,"[-3.7967326, 43.4633518]"
node/803935786,bank,yes,Banco Santander,Banco Santander,"[-3.7822655, 43.4718147]"
node/804436142,bank,,,,"[-5.981663, 37.3947364]"
node/806532466,atm,,,,"[-16.2158096, 28.5611572]"
node/806735650,bank,yes,BBVA,BBVA,"[-3.6965529, 42.3483934]"
node/807161833,bank,yes,Caja Rural de Aragón,Caja Rural de Aragón,"[-0.8957821, 41.6403384]"
node/807239944,bank,,,,"[-5.9645307, 37.4206027]"
node/807239963,bank,yes,Unicaja Banco,Unicaja Banco,"[-5.9647917, 37.4222615]"
node/807589319,bank,,Caja Rural,Caja Rural,"[-6.5639099, 37.0081015]"
node/807589322,atm,,,Telebanco 4B,"[-6.5644716, 37.0073704]"
node/807589323,bank,,Caixabank,Caixabank,"[-6.5641104, 37.0086189]"
way/809628672,bank,,Caixabank,Caixabank,"[2.6552314, 39.6208407]"
node/809871081,bank,yes,Banco Santander,Banco Santander,"[-2.1863155, 43.0332099]"
node/810259137,bank,,Banco Santander,Banco Santander,"[-3.6641203, 40.4477937]"
node/810259175,bank,,Banco Santander,Banco Santander,"[-3.6698849, 40.4470907]"
node/810259202,bank,,Banco Santander,Banco Santander,"[-3.6659639, 40.4478017]"
node/810259212,bank,,BBVA,BBVA,"[-3.6681835, 40.4464826]"
node/810259218,bank,,Banco Sabadell,Banco Sabadell,"[-3.6662768, 40.4466098]"
node/810302924,bank,,Unicaja Banco,Unicaja Banco,"[-3.8039735, 43.4639848]"
node/810671973,bank,yes,,Caja Rural de Navarra,"[-1.4472366, 42.9422321]"
node/811070979,atm,,,,"[2.8117583, 41.9846835]"
node/811146391,bank,yes,Caixabank,Caixabank,"[-8.0146184, 42.9133873]"
node/811198081,atm,,Kutxabank,,"[-2.4751219, 43.1832518]"
node/813776477,bank,,,CajaCanarias,"[-17.978857, 28.7656246]"
node/814996990,bank,yes,Banco Santander,Banco Santander,"[2.1558912, 41.3890519]"
node/817327412,bank,,Caja Rural,Caja Rural,"[-2.4555877, 42.4654804]"
node/817328349,bank,,Caja Rural,Caja Rural,"[-2.456111, 42.4658368]"
node/819032232,bank,yes,,Bancaja Barracas,"[-0.6973354, 40.0156992]"
node/819727164,bank,,,Cajasol,"[-5.9647112, 37.4183784]"
node/821815931,bank,yes,Unicaja Banco,Unicaja Banco,"[-3.8246481, 43.4699491]"
node/822206377,bank,,,,"[1.2513908, 41.1142909]"
node/824722079,bank,yes,Banco Santander,Banco Santander,"[-3.6283676, 40.3903791]"
node/825065309,atm,,,Telebanco 4B,"[-3.37028, 40.47784]"
node/826074831,bank,,Banco Santander,Banco Santander,"[-2.9604305, 43.276662]"
node/826074834,bank,,BBVA,BBVA,"[-2.9602385, 43.2762892]"
node/829523554,bank,,BBVA,BBVA,"[-5.9896157, 37.4031512]"
node/832841686,bank,yes,Caixabank,Caixabank,"[-3.6983517, 40.4011969]"
node/833192038,atm,,Caja Rural,,"[-6.5639784, 37.0079688]"
node/833670382,bank,yes,BBVA,BBVA,"[-3.3593766, 40.4874024]"
node/836044068,bank,yes,Banco Santander,Banco Santander,"[-3.3732854, 40.4779276]"
node/837169034,bank,,Banco Santander,Banco Santander,"[-8.1508508, 43.5163419]"
node/837585132,bank,yes,,CAN Haro,"[-2.8502537, 42.5748465]"
node/837777189,bank,yes,,Banca Pueyo,"[-6.3787765, 39.4701353]"
node/837777228,bank,yes,Abanca,Abanca,"[-6.3789874, 39.4699533]"
node/837838714,bank,yes,Caixabank,Caixabank,"[2.390163, 41.5059542]"
node/837838755,bank,yes,Banco Santander,Banco Santander,"[2.3909449, 41.5063203]"
node/838104986,bank,yes,Caixabank,Caixabank,"[-3.6750476, 40.430019]"
node/838615128,bank,yes,La Caixa,La Caixa,"[-0.8896103, 41.6434324]"
node/838679884,bank,yes,Ibercaja,Ibercaja,"[-0.888156, 41.6430712]"
node/838773184,bank,yes,Banco Sabadell,Banco Sabadell,"[2.3891516, 41.5071294]"
node/838773283,bank,yes,BBVA,BBVA,"[2.3898213, 41.5058992]"
node/838773483,bank,yes,Caixabank,Caixabank,"[2.3928889, 41.5022608]"
node/838773526,bank,yes,Banco Santander,Banco Santander,"[2.3900389, 41.5060772]"
node/838773576,bank,yes,Banco Santander,Banco Santander,"[2.3908717, 41.5018401]"
way/842304720,bank,,,Caja Rural de Teruel Cedrillas,"[-0.8521827, 40.4361153]"
node/844322533,atm,,,Servired,"[-0.5296655, 39.5663432]"
node/844322535,bank,,Caixabank,Caixabank,"[-0.5296567, 39.5663112]"
node/850015825,bank,yes,CajaSur,CajaSur,"[-4.3613843, 36.7212853]"
node/850179220,bank,yes,Banco Sabadell,Banco Sabadell,"[-0.3773816, 39.4712948]"
node/850179246,bank,,Caixabank,Caixabank,"[-0.371654, 39.4954047]"
node/850179248,bank,,Banco Santander,Banco Santander,"[-0.3754761, 39.4705459]"
node/850179251,bank,,,,"[-0.3776116, 39.4713212]"
node/850179255,atm,,,,"[-0.3717314, 39.4953131]"
node/850179262,bank,,BBVA,BBVA,"[-0.3718504, 39.4951051]"
node/850179263,bank,,,Bancaja,"[-0.3788727, 39.4697562]"
node/850179265,bank,,BBVA,BBVA,"[-0.3782673, 39.4705239]"
node/850179268,bank,,,Citybank,"[-0.3771916, 39.4715412]"
node/850589975,bank,yes,Unicaja Banco,Unicaja Banco,"[-3.8177566, 43.4610381]"
way/851576528,bank,,Banco Santander,Banco Santander,"[-6.9215904, 37.2698204]"
way/852697206,bank,yes,,Caixa,"[2.781321, 41.790019]"
way/852697207,bank,yes,,Caixa,"[2.7813855, 41.7899645]"
node/855167959,bank,yes,Unicaja Banco,Unicaja Banco,"[-5.4171308, 39.6283358]"
way/855632591,bank,yes,Cajamar,Cajamar,"[-2.6146651, 36.7646501]"
way/855641343,bank,yes,BBVA,BBVA,"[-2.615208, 36.7651495]"
way/855645339,bank,yes,Unicaja Banco,Unicaja Banco,"[-2.6158065, 36.7656846]"
node/857829069,bank,yes,Laboral Kutxa,Laboral Kutxa,"[-5.6704196, 40.9711711]"
node/857829083,bank,yes,BBVA,BBVA,"[-5.6691848, 40.9694539]"
node/859122347,bank,yes,Caixabank,Caixabank,"[-3.5478399, 43.4955191]"
node/860165845,bank,yes,BBVA,BBVA,"[-4.8854973, 36.5095283]"
node/860245025,bank,,Caja Rural,Caja Rural,"[-0.2442849, 41.9956416]"
node/860583954,bank,,Unicaja Banco,Unicaja Banco,"[-5.5603485, 42.6115741]"
node/861105348,bank,yes,Banco Santander,Banco Santander,"[-5.8609935, 43.3633628]"
node/861114712,bank,yes,Caixabank,Caixabank,"[-5.8552337, 43.3638975]"
node/861114723,bank,yes,BBVA,BBVA,"[-5.8492776, 43.3628153]"
node/861114726,bank,yes,Banco Sabadell,Banco Sabadell,"[-5.8521097, 43.3640722]"
node/861114741,bank,yes,Banco Santander,Banco Santander,"[-5.8505309, 43.3633212]"
node/861117600,bank,yes,Banco Santander,Banco Santander,"[-5.8545049, 43.3615753]"
node/861117602,bank,no,Banco Santander,Banco Santander,"[-5.85986, 43.3616774]"
node/861117603,bank,yes,Banco Sabadell,Banco Sabadell,"[-5.8615468, 43.3618551]"
node/861117613,bank,yes,Unicaja Banco,Unicaja Banco,"[-5.8622449, 43.3620959]"
node/861117614,bank,yes,BBVA,BBVA,"[-5.8609355, 43.3622212]"
node/861167720,bank,yes,Abanca,Abanca,"[-5.8486844, 43.362471]"
node/861298454,bank,yes,Banco Santander,Banco Santander,"[1.2543708, 41.1150267]"
node/862023672,atm,,,Euro 6000,"[-6.4841952, 37.1319384]"
node/862037544,bank,yes,Caixabank,Caixabank,"[-3.9735507, 42.1326309]"
node/862119326,atm,,,,"[-4.041918, 43.4261507]"
node/862119349,atm,,,,"[-4.0415622, 43.42528]"
node/863325537,bank,yes,Banco Santander,Banco Santander,"[2.4888065, 42.1807105]"
node/863489658,atm,,,,"[-4.0403379, 43.4240583]"
node/863489661,bank,yes,Caixabank,Caixabank,"[-4.0419257, 43.4261046]"
node/863489671,bank,,,BVA,"[-4.0403444, 43.4239948]"
node/863506411,bank,,Caixabank,Caixabank,"[-4.0415685, 43.4252302]"
node/864007723,atm,,,Santander,"[-4.1084386, 43.3901413]"
node/864007726,atm,,,,"[-4.1085341, 43.3899898]"
node/864118765,bank,,,,"[-5.9676572, 37.3819859]"
node/864118782,bank,yes,BBVA,BBVA,"[-5.9665833, 37.3814408]"
node/864118933,bank,,,,"[-5.9675615, 37.3819668]"
node/864118996,bank,,Caixabank,Caixabank,"[-5.9667586, 37.3816448]"
node/864119024,bank,,,Bancaja,"[-5.9797014, 37.3806388]"
node/864119060,bank,,La Caixa,La Caixa,"[-5.9675074, 37.3751817]"
node/864119092,bank,,Caixabank,Caixabank,"[-5.9676766, 37.3876873]"
node/864119109,bank,yes,Banco Santander,Banco Santander,"[-5.9665985, 37.3812728]"
node/864119240,bank,yes,Banco Santander,Banco Santander,"[-5.9740425, 37.3814083]"
node/864119327,bank,,,Cajasol,"[-5.9743043, 37.3802103]"
node/864119361,bank,,Caja Rural,Caja Rural,"[-5.9679701, 37.3878413]"
node/864123628,bank,yes,Caixabank,Caixabank,"[-5.9737896, 37.3826671]"
node/867142187,atm,,,Santander,"[-5.9429272, 37.4877801]"
node/867142194,atm,,,Cajasol,"[-5.9460679, 37.490806]"
node/869594378,atm,,,Servired,"[-5.9673995, 37.3819343]"
node/869594381,atm,,,,"[-5.9675278, 37.38196]"
node/869594394,bank,yes,Banco Sabadell,Banco Sabadell,"[-5.9674275, 37.3819399]"
node/869594404,atm,,,,"[-5.967625, 37.3819795]"
node/871681492,bank,yes,Caixabank,Caixabank,"[-3.8026818, 40.2816294]"
node/871762760,bank,,Caixabank,Caixabank,"[-3.8019503, 40.2967331]"
way/872377580,bank,,,,"[-2.5865295, 36.9891722]"
node/872598572,bank,yes,Banco Santander,Banco Santander,"[-4.260097, 42.7930103]"
node/872886423,bank,,Banco Santander,Banco Santander,"[-3.5993737, 40.364042]"
way/875802287,bank,,Banco Santander,Banco Santander,"[-8.0642649, 43.2841183]"
node/875846349,bank,,Deustche Bank,Deustche Bank,"[-3.6945201, 40.4596382]"
node/876137591,bank,yes,Banco Santander,Banco Santander,"[-5.9037622, 37.3835685]"
node/876137985,bank,yes,Caixabank,Caixabank,"[-5.903671, 37.3833252]"
node/876138322,bank,,BBVA,BBVA,"[-5.9649015, 37.3873378]"
node/876138443,bank,,Caja Rural,Caja Rural,"[-5.9032593, 37.3845007]"
node/876308057,atm,,,Euro 6000,"[-5.9454441, 37.4844033]"
node/876527271,bank,,BBVA,BBVA,"[-5.9275955, 37.4034621]"
node/876527291,bank,,Targobank,Targobank,"[-5.9582604, 37.38926]"
node/876527342,bank,,Unicaja Banco,Unicaja Banco,"[-5.9582649, 37.389829]"
node/876527359,bank,yes,Banco Sabadell,Banco Sabadell,"[-5.9262979, 37.4016135]"
node/876527407,bank,,Banco Santander,Banco Santander,"[-5.9582676, 37.3894086]"
node/876527422,bank,,Banco Santander,Banco Santander,"[-5.9193412, 37.3870472]"
node/876527423,bank,,BBVA,BBVA,"[-5.9206603, 37.3936935]"
node/876527437,bank,,Caixabank,Caixabank,"[-5.9224007, 37.3961969]"
node/878449720,bank,no,,RuralCaja,"[-0.1031341, 38.7797009]"
node/884395999,bank,no,Banco Santander,Banco Santander,"[-5.6097176, 40.4864333]"
node/886087786,bank,yes,Banco Sabadell,Banco Sabadell,"[-16.5478461, 28.4169625]"
node/886088213,bank,yes,Caixabank,Caixabank,"[-16.5457457, 28.4158465]"
node/886088620,bank,,Banco Santander,Banco Santander,"[-16.543724, 28.4178968]"
node/886088940,bank,yes,Banco Santander,Banco Santander,"[-16.5497789, 28.4166851]"
node/886089539,atm,,,,"[-16.5496984, 28.4164675]"
node/886089854,atm,,Banca March,Banca March,"[-16.5427303, 28.4181944]"
node/886089988,bank,,,Caja Canarias,"[-16.5497533, 28.4161972]"
node/886090054,atm,,,,"[-16.554148, 28.4144192]"
node/886090563,bank,,BBVA,BBVA,"[-16.54813, 28.4173766]"
node/886103203,bank,yes,BBVA,BBVA,"[-16.5389049, 28.4135926]"
node/886110438,bank,yes,Caixabank,Caixabank,"[3.1113271, 39.6498048]"
way/886349337,bank,,Caja Rural,Caja Rural,"[-3.7423513, 38.7956911]"
way/888509341,bank,,Caixabank,Caixabank,"[2.7776634, 39.5555614]"
node/889003340,bank,,Banco Santander,Banco Santander,"[-5.9556003, 37.3837466]"
node/889051985,bank,,BBVA,BBVA,"[-0.5307225, 39.5649516]"
node/889051991,bank,,Banco Santander,Banco Santander,"[-0.530087, 39.5655299]"
node/889051996,atm,,,Servired,"[-0.5306992, 39.5649841]"
node/889481521,bank,,Banco Santander,Banco Santander,"[-5.7004407, 40.128414]"
node/889498499,bank,,Unicaja Banco,Unicaja Banco,"[-5.7011225, 40.1280544]"
node/889531675,bank,,Banco Santander,Banco Santander,"[-5.9529191, 37.3753234]"
node/889531792,bank,,,,"[-5.9542013, 37.3757532]"
node/889531801,bank,,BBVA,BBVA,"[-5.9541261, 37.37622]"
node/890832121,bank,,Kutxabank,Kutxabank,"[-2.1741733, 43.2855659]"
node/890832162,bank,,Kutxabank,Kutxabank,"[-2.1732573, 43.2828512]"
node/890846228,bank,,Banco Sabadell,Banco Sabadell,"[-0.5289865, 39.56413]"
node/890846302,atm,,,Servired,"[-0.5290228, 39.564098]"
node/891061901,bank,,Caixabank,Caixabank,"[-2.1763027, 43.2861349]"
node/891062024,bank,,BBVA,BBVA,"[-2.1768653, 43.2860909]"
node/891117835,atm,,,Barclays,"[-0.5291914, 39.5664759]"
node/891117840,bank,,Caixabank,Caixabank,"[-0.5307204, 39.5662628]"
node/891117846,bank,,Barclays,Barclays,"[-0.5291686, 39.5664803]"
node/891117854,atm,,,Banco Valencia,"[-0.5300436, 39.5660438]"
node/891117855,atm,,,Telebanco 4B,"[-0.5293058, 39.566445]"
node/891117869,bank,,Banco Santander,Banco Santander,"[-0.5293268, 39.5664435]"
node/891117872,atm,,Caixabank,Caixabank,"[-0.5307185, 39.5662407]"
node/891117875,bank,no,,Banco Valencia,"[-0.5300455, 39.5660629]"
node/891134474,bank,yes,,,"[-5.9741621, 37.3789956]"
node/891134475,bank,yes,,,"[-5.9813504, 37.3770688]"
node/891509294,bank,yes,,Bancaja,"[-4.1195303, 40.9433345]"
node/892557887,bank,,Laboral Kutxa,Laboral Kutxa,"[-2.17431, 43.2851007]"
node/893508316,bank,no,Unicaja Banco,Unicaja Banco,"[-6.0343146, 42.6087859]"
node/894226001,bank,yes,Unicaja Banco,Unicaja Banco,"[-6.5875033, 42.5482505]"
node/895677388,bank,,,Caja Sol,"[-5.9254807, 37.4105791]"
node/895677441,bank,,,,"[-5.9526826, 37.3997671]"
node/895677488,bank,,,,"[-5.9261254, 37.4104243]"
node/895677519,bank,,,,"[-5.9242893, 37.4095553]"
node/895677557,bank,,Banco Santander,Banco Santander,"[-5.9249021, 37.410114]"
node/895677627,bank,,BBVA,BBVA,"[-5.9256014, 37.4099996]"
node/895677771,bank,,,,"[-5.9418262, 37.399382]"
node/895677794,bank,,Caja Rural,Caja Rural,"[-5.9256765, 37.4105152]"
node/899295873,bank,,BBVA,BBVA,"[-16.2474858, 28.4710495]"
node/899307689,bank,,Caixabank,Caixabank,"[-16.2434634, 28.4787231]"
node/899307694,bank,,,Cajasiete,"[-16.2435532, 28.478656]"
node/899326994,bank,,,Caja Cega,"[-4.184741, 41.2599184]"
node/899330772,bank,yes,Kutxabank,Kutxabank,"[-1.9725398, 43.3165405]"
node/899488369,bank,yes,Unicaja Banco,Unicaja Banco,"[-4.7415013, 41.6509689]"
node/901540207,bank,,Banco Santander,Banco Santander,"[-3.5834291, 40.4430156]"
way/902150920,bank,,BBVA,BBVA,"[2.1641576, 41.6319514]"
node/903036654,bank,yes,Caixabank,Caixabank,"[-16.5763991, 28.3977202]"
node/903037176,bank,yes,BBVA,BBVA,"[-16.5755699, 28.3986395]"
node/903037466,bank,,BBVA,BBVA,"[-16.781547, 28.2114652]"
node/903037643,bank,yes,Banco Santander,Banco Santander,"[-16.6173682, 28.0992684]"
node/903038048,bank,yes,,Cajasiete,"[-16.4334165, 28.1633602]"
node/903038501,bank,,Caixabank,Caixabank,"[-16.5365816, 28.4117358]"
node/903038854,bank,yes,,Sabadell Solbank,"[-16.5361772, 28.4119309]"
node/903039032,bank,,BBVA,BBVA,"[-16.6186753, 28.0989975]"
node/903039110,bank,yes,Caixabank,Caixabank,"[-16.337872, 28.5212797]"
node/903039120,bank,yes,,Cajasiete,"[-16.8181054, 28.3654492]"
node/903039160,bank,,Caixabank,Caixabank,"[-16.7300074, 28.0723412]"
node/903039168,bank,yes,BBVA,BBVA,"[-16.3377188, 28.5212388]"
node/903039255,bank,yes,,Cajasiete,"[-16.3697712, 28.3561209]"
node/903039369,bank,yes,Caixabank,Caixabank,"[-16.8192253, 28.3654718]"
node/903039378,bank,,,CajaCanarias,"[-16.6169719, 28.0995803]"
node/903040105,bank,yes,BBVA,BBVA,"[-16.5383777, 28.0450865]"
node/903040110,bank,yes,Caixabank,Caixabank,"[-16.6170754, 28.0995677]"
way/903047012,bank,,,Novanca,"[-3.7547754, 40.3360943]"
way/904448046,bank,yes,Banco Santander,Banco Santander,"[-0.450713, 41.1738513]"
way/904448048,bank,yes,Ibercaja,Ibercaja,"[-0.4522064, 41.1750644]"
way/908142557,bank,,Ibercaja,Ibercaja,"[-0.9235216, 41.128218]"
node/910612106,bank,yes,Caixabank,Caixabank,"[-3.6972443, 40.3524323]"
node/910612877,bank,yes,Caixabank,Caixabank,"[-3.7010897, 40.3522688]"
node/910613229,bank,,Caixabank,Caixabank,"[-3.6964622, 40.35951]"
node/910613863,bank,yes,Caixabank,Caixabank,"[-3.6938186, 40.3566617]"
node/910614960,bank,,,,"[-3.6990151, 40.3520507]"
node/910615623,bank,,Banco Santander,Banco Santander,"[-3.6941509, 40.3608961]"
node/910617342,bank,,BBVA,BBVA,"[-3.6940519, 40.3599315]"
node/911117589,atm,,,Telebanco 4B,"[-7.2367144, 37.2056779]"
node/911117681,atm,,,Caja Rural del Sur,"[-7.2367359, 37.2062589]"
node/911117692,atm,,,Cajasol,"[-7.2367573, 37.205742]"
node/911479039,bank,yes,,Banca Pueyo,"[-6.3055549, 38.2471594]"
node/911479069,bank,yes,Abanca,Abanca,"[-6.3036591, 38.2472089]"
node/911479104,bank,yes,Banco Santander,Banco Santander,"[-6.303495, 38.2472229]"
node/911479117,bank,yes,Caja Rural,Caja Rural,"[-6.3045626, 38.2473526]"
node/912766480,bank,yes,,CajaCanarias,"[-16.2849281, 28.4540297]"
node/913222112,bank,,Caixabank,Caixabank,"[-0.3080887, 39.6174631]"
node/913329642,bank,yes,,CajaCanarias,"[-16.2496996, 28.4624331]"
node/913352243,atm,,Caixabank,Caixabank,"[-16.2519908, 28.4633323]"
node/913413300,bank,yes,,Cajasiete,"[-16.2530362, 28.4616484]"
node/914046256,bank,,Banco Santander,Banco Santander,"[-0.3064283, 39.6171402]"
node/914264592,bank,yes,BBVA,BBVA,"[-6.3305464, 38.9225636]"
node/914264611,bank,yes,,Caja Almendralejo,"[-6.3313834, 38.9216537]"
node/914264616,bank,yes,Caixabank,Caixabank,"[-6.329594, 38.9229452]"
node/914264617,bank,yes,Ibercaja,Ibercaja,"[-6.3335198, 38.9208558]"
node/914298655,bank,yes,Ibercaja,Ibercaja,"[-0.3812066, 40.8914699]"
node/914382864,bank,yes,Caixabank,Caixabank,"[-16.2475658, 28.4649514]"
node/914383175,atm,,Caixabank,Caixabank,"[-16.2476195, 28.465008]"
node/914383995,bank,yes,BBVA,BBVA,"[-16.2480272, 28.4656965]"
node/914384028,bank,yes,Caixabank,Caixabank,"[-16.2480486, 28.466121]"
node/914384728,bank,yes,Banco Santander,Banco Santander,"[-16.2491556, 28.467002]"
node/914384779,bank,yes,,Cajasiete,"[-16.2490893, 28.4672622]"
node/914384892,bank,yes,Deutsche Bank,Deutsche Bank,"[-16.2492041, 28.4673479]"
node/914392379,atm,,,Banco Popular,"[-16.249143, 28.4676772]"
node/914392980,bank,yes,Banco Santander,Banco Santander,"[-16.2488736, 28.4678541]"
node/914396236,bank,yes,,BancoMadrid,"[-16.2494985, 28.4677136]"
node/914397944,bank,yes,Cajamar,Cajamar,"[-16.2499047, 28.4677621]"
node/914420098,bank,yes,Banca March,Banca March,"[-16.2508695, 28.4684237]"
node/914420455,bank,yes,Caixabank,Caixabank,"[-16.2508167, 28.4693371]"
