id,amenity,atm,brand,name,coordinates
node/3658606973,bank,yes,Banco Santander,Banco Santander,"[-5.6575602, 40.942959]"
node/3659322758,bank,yes,Caixabank,Caixabank,"[-3.8960379, 40.552386]"
node/3661561634,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-3.0521769, 38.2411432]"
node/3661561635,bank,,Unicaja Banco,Unicaja Banco,"[-3.0521091, 38.2411493]"
node/3662753792,atm,,Caixabank,,"[-3.7144295, 40.4365296]"
node/3662754337,atm,,,,"[-8.8185409, 42.6525583]"
node/3663233800,atm,,La Caixa,,"[-16.3227251, 28.4811231]"
node/3663308593,bank,yes,BBVA,BBVA,"[-3.7137193, 40.4421289]"
node/3663308594,bank,yes,Bankinter,Bankinter,"[-3.7134327, 40.4423091]"
node/3663308734,bank,yes,Banco Sabadell,Banco Sabadell,"[-3.7135641, 40.4414094]"
node/3663308745,atm,,,,"[-3.7135919, 40.4414294]"
node/3663308747,atm,,BBVA,BBVA,"[-3.7136764, 40.4421596]"
node/3663308750,atm,,Bankinter,Bankinter,"[-3.7133979, 40.4423215]"
node/3663428203,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-3.4767579, 37.8410763]"
node/3663428209,bank,,Caixabank,Caixabank,"[-3.4760805, 37.8412042]"
node/3663527706,bank,,CajaSur,CajaSur,"[-3.8845897, 37.8745542]"
node/3663527707,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-3.8849373, 37.8746882]"
node/3664063635,bank,yes,Kutxabank,Kutxabank,"[-2.8335733, 43.274094]"
node/3664785021,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-3.6404037, 37.6358649]"
node/3664970733,bank,yes,Caixabank,Caixabank,"[-4.1872326, 40.712978]"
node/3664971272,atm,,,,"[-4.1871883, 40.7129675]"
node/3665619820,atm,yes,Unicaja Banco,Unicaja Banco,"[-6.3722117, 39.4745272]"
node/3665744378,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-3.0308463, 38.0024409]"
node/3665744388,bank,,,Caja Granada,"[-3.0310758, 38.0013581]"
node/3666441269,bank,,Banco Santander,Banco Santander,"[-8.8672372, 42.5637361]"
node/3667157535,bank,yes,Unicaja Banco,Unicaja Banco,"[-3.3800399, 43.3933858]"
node/3667578360,bank,yes,Caixabank,Caixabank,"[-3.5084239, 37.7850851]"
node/3667578361,bank,yes,Caja Rural de Jaén,Caja Rural de Jaén,"[-3.5076983, 37.7844796]"
node/3668314849,bank,yes,Caixabank,Caixabank,"[-5.8197309, 36.7546442]"
node/3668567674,bank,,Caixabank,Caixabank,"[-3.8384481, 37.4864181]"
node/3668567675,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-3.8377509, 37.4868245]"
node/3668571449,bank,,Unicaja Banco,Unicaja Banco,"[-3.8355942, 37.4867146]"
node/3668813288,bank,yes,Caixabank,Caixabank,"[-2.996413, 43.2944121]"
node/3668924777,bank,,Caixabank,Caixabank,"[-3.3821952, 37.7237187]"
node/3668933887,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-3.3828413, 37.7240346]"
node/3668980244,bank,yes,Ibercaja,Ibercaja,"[-3.7863305, 40.3162629]"
node/3669246013,bank,yes,Caixabank,Caixabank,"[-17.7449202, 28.7398624]"
node/3670046693,bank,yes,,,"[-1.0842172, 41.468607]"
node/3670311515,bank,,BBVA,BBVA,"[3.0393823, 41.9606064]"
node/3670311518,bank,,Banco Santander,Banco Santander,"[3.0370098, 41.9614792]"
node/3670661568,bank,,Caixabank,Caixabank,"[-0.977602, 37.606803]"
node/3670661571,bank,yes,Ibercaja,Ibercaja,"[-0.9841974, 37.6070214]"
node/3670661576,bank,,Banco Santander,Banco Santander,"[-0.9881867, 37.6068967]"
node/3670728222,bank,,,Banco de Murcia,"[-0.9865788, 37.6015052]"
node/3671476052,bank,yes,Unicaja Banco,Unicaja Banco,"[-6.5969133, 40.2375718]"
node/3671836831,bank,,Santander,Santander,"[-0.9867873, 37.6016638]"
node/3671836838,bank,yes,Banco Santander,Banco Santander,"[-0.9868711, 37.6012305]"
node/3671836840,bank,yes,BBVA,BBVA,"[-0.9867367, 37.6009669]"
node/3671836841,bank,yes,Caixabank,Caixabank,"[-0.9866352, 37.600975]"
node/3671836843,bank,yes,Deutsche Bank,Deutsche Bank,"[-0.9864571, 37.6006057]"
node/3672042408,bank,yes,Banco Sabadell,Banco Sabadell,"[-0.9863056, 37.6000394]"
node/3672042414,bank,yes,Banco Sabadell,Banco Sabadell,"[-0.9879136, 37.6024632]"
node/3674479525,bank,yes,Banco Sabadell,Banco Sabadell,"[2.0269617, 41.5662007]"
node/3674730971,bank,,Unicaja Banco,Unicaja Banco,"[-3.1036985, 38.3423596]"
node/3674825338,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-3.1274906, 38.3282683]"
node/3675217206,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-3.0751883, 38.3611487]"
node/3675217210,bank,,Unicaja Banco,Unicaja Banco,"[-3.0731555, 38.3613001]"
node/3675330099,bank,,Unicaja Banco,Unicaja Banco,"[-5.9057072, 40.1071858]"
node/3676437133,bank,yes,Caixabank,Caixabank,"[-6.9549609, 37.2623162]"
node/3676939937,atm,,,,"[-16.4899752, 28.4253256]"
node/3676939938,atm,,,,"[-16.4894661, 28.4253542]"
node/3677424127,bank,yes,Banco Santander,Banco Santander,"[-6.0859127, 36.277753]"
node/3677797584,bank,,Banco Sabadell,Banco Sabadell,"[3.2075992, 41.9545684]"
node/3677797585,bank,,Caixabank,Caixabank,"[3.2070667, 41.9538437]"
node/3677805628,atm,,,,"[2.6302647, 42.2330701]"
node/3677890371,bank,,Unicaja Banco,Unicaja Banco,"[-3.9893404, 37.9705318]"
node/3677890372,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-3.9890743, 37.9705042]"
node/3678135876,atm,,Caja Cantabria,,"[-4.0631795, 43.3345932]"
node/3678263319,bank,,Caixabank,Caixabank,"[-2.6326182, 43.1700272]"
node/3678423552,bank,,Deutsche Bank,Deutsche Bank,"[-5.6634448, 43.5403779]"
node/3679368071,bank,,Unicaja Banco,Unicaja Banco,"[-3.4314232, 38.1812871]"
node/3679368072,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-3.4304386, 38.1821633]"
node/3680019669,bank,,Banco Sabadell,Banco Sabadell,"[3.040264, 41.9604883]"
node/3680901001,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-2.7256337, 38.2469334]"
node/3680901003,bank,,Unicaja Banco,Unicaja Banco,"[-2.7256171, 38.247546]"
node/3680935046,bank,,Unicaja Banco,Unicaja Banco,"[-2.6518331, 38.2977758]"
node/3681369647,bank,yes,Abanca,Abanca,"[-8.3837278, 43.1511719]"
node/3681369710,atm,,,,"[-8.3836879, 43.1511894]"
node/3681472075,bank,yes,Ibercaja,Ibercaja,"[-3.7151298, 40.3964794]"
node/3681495324,bank,yes,Bankinter,Bankinter,"[-3.7866733, 40.4451771]"
node/3682550887,bank,,BBVA,BBVA,"[3.1483266, 41.9697081]"
node/3682649315,bank,yes,Banco Sabadell,SabadellGallego,"[-8.7069564, 42.2322103]"
node/3682651925,bank,yes,Abanca,Abanca,"[-8.7118649, 42.2323176]"
node/3682844005,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-2.661156, 38.3178196]"
node/3682844006,bank,,Unicaja Banco,Unicaja Banco,"[-2.6610994, 38.3175996]"
node/3682844007,bank,,Caixabank,Caixabank,"[-2.6623432, 38.3174543]"
node/3683011004,bank,,Banco Santander,Banc Santander,"[3.0391663, 41.9600151]"
node/3683053046,bank,yes,Banco Santander,Banco Santander,"[-16.7253244, 28.1212308]"
node/3683099342,bank,yes,Banco Santander,Banco Santander,"[-3.5662644, 40.425344]"
node/3685342237,atm,,,Santander,"[-4.8618006, 43.4251479]"
node/3685416092,bank,,Caixabank,Caixabank,"[-3.6355845, 37.5546464]"
node/3685416093,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-3.6351527, 37.5547503]"
node/3685473440,bank,,Caixabank,Caixabank,"[-3.482678, 38.0474158]"
node/3685903001,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-3.4802866, 38.0465155]"
node/3685925305,bank,yes,Unicaja Banco,Unicaja Banco,"[-3.48172, 38.0473431]"
node/3687177565,bank,,CajaSur,CajaSur,"[-3.6538239, 37.5288922]"
node/3687177588,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-3.654351, 37.5294229]"
node/3687238809,bank,yes,BBVA,BBVA,"[2.8215219, 41.9757494]"
node/3687238954,bank,yes,BBVA,BBVA,"[2.8198438, 41.9778026]"
node/3687313842,bank,yes,Unicaja Banco,Unicaja Banco,"[-3.9668544, 43.2985813]"
node/3687931733,bank,,Caixabank,Caixabank,"[-3.6535014, 37.5286906]"
node/3688366481,bank,yes,Unicaja Banco,Unicaja Banco,"[-2.8036543, 38.3557352]"
node/3689093522,bank,,BBVA,BBVA,"[-8.6547877, 42.4340242]"
node/3689104704,atm,,,Banca March,"[-15.7646207, 27.8187259]"
node/3689241996,bank,yes,Caixabank,Caixabank,"[-15.7238731, 27.8835294]"
node/3689294184,bank,yes,Caja Rural de Jaén,Caja Rural de Jaén,"[-2.8032034, 38.3547331]"
node/3689294185,bank,yes,Caixabank,Caixabank,"[-2.8037238, 38.3534564]"
node/3690537450,bank,yes,Caixabank,Caixabank,"[-4.2475709, 40.7190093]"
node/3690537452,bank,yes,Banco Santander,Banco Santander,"[-4.2478861, 40.7187613]"
node/3690537453,bank,,Caja Rural,Caja Rural,"[-4.2477372, 40.7190326]"
node/3690979988,bank,yes,Caixabank,Caixabank,"[-15.5473657, 28.059295]"
node/3690980006,bank,yes,BBVA,BBVA,"[-15.5468818, 28.0601004]"
node/3692059544,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-3.7233698, 38.0184263]"
node/3692059545,bank,,CajaSur,CajaSur,"[-3.7222709, 38.0188953]"
node/3693997741,bank,,Caixabank,Caixabank,"[-2.5832725, 38.3880316]"
node/3693997742,bank,,Unicaja Banco,Unicaja Banco,"[-2.5845029, 38.3901504]"
node/3693997753,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-2.5824694, 38.3885275]"
node/3694776916,bank,yes,BBVA,BBVA,"[-16.2917662, 28.4694466]"
node/3695490862,atm,,,,"[-3.0096919, 42.9943624]"
node/3695493739,atm,,BBVA,BBVA,"[-3.0090858, 42.994484]"
node/3695679405,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-2.8960048, 38.3204574]"
node/3697397029,bank,yes,Caixabank,Caixabank,"[-3.6100411, 40.43656]"
node/3697406656,bank,yes,Unicaja Banco,Unicaja Banco,"[-3.4240669, 39.2384668]"
node/3698317798,bank,yes,Caixabank,Caixabank,"[-5.3196088, 36.3417709]"
node/3698333948,bank,yes,Caixabank,Caixabank,"[-5.2984059, 36.2929717]"
node/3698379149,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-2.7373374, 38.35053]"
node/3698379159,bank,,Unicaja Banco,Unicaja Banco,"[-2.7384226, 38.3510168]"
node/3698415202,bank,,Caixabank,Caixabank,"[-2.7372192, 38.3489557]"
node/3699314138,bank,yes,Caixabank,Caixabank,"[-0.3709894, 39.4814575]"
node/3699808332,bank,yes,,,"[-13.6703016, 28.9215342]"
node/3699890927,bank,yes,,Cajacanarias,"[-16.2508405, 28.4734614]"
node/3699943985,bank,yes,Caja Rural,Caja Rural,"[-6.4164259, 43.3376657]"
node/3699943986,bank,yes,BBVA,BBVA,"[-6.41594, 43.3371331]"
node/3700057647,bank,,Caixabank,Caixabank,"[-3.0778594, 37.7643965]"
node/3700057648,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-3.0763034, 37.7653669]"
node/3700763440,bank,yes,Caixabank,Caixabank,"[-15.4144983, 28.0025852]"
node/3700859549,bank,yes,Caixabank,Caixabank,"[-6.2742385, 39.4394929]"
node/3702492560,bank,,,Caja Rural Castilla-La Mancha,"[-2.8686849, 40.762019]"
node/3702593364,bank,yes,Ibercaja,Ibercaja,"[-2.2514363, 40.6790948]"
node/3702606100,bank,yes,,Caja de Guadalajara,"[-2.2509338, 40.6792821]"
node/3702914497,bank,,,Caja de Guadalajara,"[-3.0302335, 40.7446575]"
node/3704551663,bank,,Banco Santander,Banco Santander,"[-3.7744766, 38.1708545]"
node/3704551667,bank,,Unicaja Banco,Unicaja Banco,"[-3.7744098, 38.1713192]"
node/3704551668,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-3.7738773, 38.1712845]"
node/3705219250,bank,,CajaSur,CajaSur,"[-3.6367776, 37.9972077]"
node/3706321095,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-3.6363604, 37.9979559]"
node/3706993428,bank,,CajaSur,CajaSur,"[-3.4127913, 37.8220958]"
node/3706993429,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-3.4118084, 37.8224584]"
node/3706993430,bank,,Caixabank,Caixabank,"[-3.4137341, 37.8207584]"
node/3707599225,bank,yes,Banco Santander,Banco Santander,"[-0.1091728, 38.5351332]"
node/3708702429,atm,,,,"[-16.8411156, 28.2316088]"
node/3708709125,atm,,,,"[-16.8402638, 28.229533]"
node/3709012525,bank,yes,Caixabank,Caixabank,"[-3.0724073, 37.1614056]"
node/3709114574,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-3.4572753, 37.8743453]"
node/3709586671,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-3.687741, 38.1826516]"
node/3709586672,bank,,Unicaja Banco,Unicaja Banco,"[-3.6871483, 38.1830395]"
node/3709586673,bank,,Caixabank,Caixabank,"[-3.6862175, 38.1836509]"
node/3710445181,bank,,Banco Santander,Banco Santander,"[-3.6859833, 38.1820988]"
node/3710954615,bank,,CajaSur,CajaSur,"[-3.5023345, 38.0217712]"
node/3712241035,bank,yes,Laboral Kutxa,Laboral Kutxa,"[-1.6101636, 42.8318233]"
node/3712251030,bank,yes,Caja Rural,Caja Rural,"[-1.6099296, 42.8323074]"
node/3712355922,bank,yes,BBVA,BBVA,"[-2.1366696, 40.0699452]"
node/3712360946,bank,yes,Banco Santander,Banco Santander,"[-2.1321626, 40.0619143]"
node/3712899119,bank,yes,Ibercaja,Ibercaja,"[-4.0079836, 40.6287849]"
node/3712899120,bank,yes,Banco Santander,Banco Santander,"[-4.0054825, 40.6306697]"
node/3713831866,atm,,Santander,Santander,"[-5.1708049, 39.8017001]"
node/3713834439,atm,,,Caja Castilla-La Mancha,"[-5.1720092, 39.8026192]"
node/3713836814,bank,,,Caja Rural Castilla-La Mancha,"[-5.1725537, 39.8025182]"
node/3713966704,bank,yes,Caixabank,Caixabank,"[-4.0066248, 40.6296727]"
node/3713966706,bank,yes,Unicaja Banco,Unicaja Banco,"[-4.0067098, 40.629926]"
node/3713966708,bank,yes,Caixabank,Caixabank,"[-4.0075198, 40.6292778]"
node/3715072523,bank,,Caixabank,Caixabank,"[-3.6468343, 37.7399364]"
node/3715073461,bank,,Unicaja Banco,Unicaja Banco,"[-3.64632, 37.7398898]"
node/3715073462,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-3.6474688, 37.7403699]"
node/3715540641,bank,yes,Caixabank,Caixabank,"[-3.7031189, 40.4841598]"
node/3715564284,bank,yes,Banco Santander,Banco Santander,"[-3.7078415, 40.4841719]"
node/3717333851,bank,,BBVA,BBVA,"[-3.5324258, 37.9848549]"
node/3718411621,bank,yes,Caja Rural,Caja Rural,"[-2.0692711, 42.3333568]"
node/3718433786,bank,yes,BBVA,BBVA,"[-2.0685728, 42.3342378]"
node/3718433787,bank,yes,Caixabank,Caixabank,"[-2.0683334, 42.3342661]"
node/3718433790,bank,yes,Ibercaja,Ibercaja,"[-2.0690695, 42.3341554]"
node/3718589942,bank,yes,Kutxabank,Kutxabank,"[2.0991455, 41.3592361]"
node/3718599210,bank,yes,Caixabank,Caixabank,"[2.5976545, 39.5499096]"
node/3719056646,atm,,,,"[2.7553721, 39.4995372]"
node/3719802664,bank,,Unicaja Banco,Unicaja Banco,"[-3.9067773, 37.6466398]"
node/3719802665,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-3.9065439, 37.6468235]"
node/3719802666,bank,,CajaSur,CajaSur,"[-3.9062704, 37.6469584]"
node/3720062785,bank,yes,Caixabank,Caixabank,"[-3.8164116, 39.0183653]"
node/3720062787,bank,yes,Unicaja Banco,Unicaja Banco,"[-3.8164133, 39.0185325]"
node/3720266838,bank,,Unicaja Banco,Unicaja Banco,"[-3.9172124, 38.0050616]"
node/3720266839,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-3.9184586, 38.0051817]"
node/3720266840,bank,,Caixabank,Caixabank,"[-3.919882, 38.0051566]"
node/3721623930,bank,yes,Caixabank,Caixabank,"[-3.699657, 40.4184442]"
node/3721662302,bank,,Caixabank,Caixabank,"[-3.7064786, 40.4921897]"
node/3721662303,bank,yes,Bankinter,Bankinter,"[-3.7055495, 40.4920622]"
node/3721662304,bank,yes,Banco Sabadell,Banco Sabadell,"[-3.7064046, 40.4925773]"
node/3722790606,bank,yes,BBVA,BBVA,"[2.1014124, 41.3607647]"
node/3722790607,bank,yes,Bankinter,Bankinter,"[2.10169, 41.3608772]"
node/3724060853,atm,,Caja Duero,Caja Duero,"[-2.8496168, 41.7952079]"
node/3724071768,bank,,Caixabank,Caixabank,"[-3.7100653, 40.4493649]"
node/3724536005,bank,,,Caixa Rural Galega,"[-7.197771, 42.589691]"
node/3725096114,bank,,Unicaja Banco,Unicaja Banco,"[-2.5517968, 38.1111352]"
node/3725096115,bank,,Caixabank,Caixabank,"[-2.5517577, 38.1109598]"
node/3725096118,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-2.5518771, 38.1104221]"
node/3726023153,atm,,Banco Santander,Santander,"[-8.5630373, 42.6352136]"
node/3728038085,atm,,,Telebanco 4B,"[-5.3108786, 37.2225076]"
node/3728038092,bank,,Banco Santander,Banco Santander,"[-5.3110959, 37.2225247]"
node/3728060347,bank,,CajaSur,CajaSur,"[-3.912838, 37.7474589]"
node/3728060349,bank,,Unicaja Banco,Unicaja Banco,"[-3.9123036, 37.7473848]"
node/3728060350,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-3.9122611, 37.7474715]"
node/3728278526,bank,yes,Abanca,Abanca,"[-8.7165605, 42.2339783]"
node/3728278829,bank,no,,Renta 4 Banco,"[-8.7163205, 42.2344755]"
node/3728278925,bank,yes,Banco Santander,Banco Santander,"[-8.7181302, 42.2321482]"
node/3728989335,bank,,Banco Santander,Banco Santander,"[-3.1313639, 38.2552]"
node/3729033583,bank,,CajaSur,CajaSur,"[-3.1313484, 38.2549059]"
node/3729033586,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-3.131343, 38.2546637]"
node/3729033606,bank,,Unicaja Banco,Unicaja Banco,"[-3.1304565, 38.2553362]"
node/3729611633,bank,,Banco Santander,Banco Santander,"[-3.4615654, 38.0482339]"
node/3729653949,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-3.4617297, 38.0481227]"
node/3729653957,bank,yes,Unicaja Banco,Unicaja Banco,"[-3.4622181, 38.0484891]"
node/3729653988,bank,,Caixabank,Caixabank,"[-3.4617031, 38.0487647]"
node/3730453227,bank,yes,,Caixa Rural Galega,"[-7.4117471, 42.7787794]"
node/3731497747,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-3.4619786, 38.045774]"
node/3732019182,bank,,Caixabank,Caixabank,"[-4.1068287, 37.9731821]"
node/3732030169,bank,,Caixabank,Caixabank,"[-4.1080827, 37.9744342]"
node/3732030171,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-4.1053297, 37.9736023]"
node/3732030172,bank,,Unicaja Banco,Unicaja Banco,"[-4.1051125, 37.9735598]"
node/3733262105,bank,,Banca March,Banca March,"[2.7284253, 39.6246635]"
node/3733418805,bank,,Ibercaja,Ibercaja,"[-3.6116704, 40.5656356]"
node/3735957330,bank,,Caixabank,Caixabank,"[-3.1606856, 37.1845798]"
node/3735962602,bank,,,Caja Rural Granada,"[-3.1591332, 37.1851504]"
node/3736491836,bank,yes,Caixabank,Caixabank,"[-4.6926036, 40.6580364]"
node/3736669380,atm,,Euronet,Euronet,"[2.8448717, 41.6975883]"
node/3740061432,bank,yes,Banco Santander,Banco Santander,"[-1.6049862, 42.061788]"
node/3741080210,bank,yes,Banco Santander,Banco Santander,"[-6.3656127, 36.6227098]"
node/3741442531,bank,,Unicaja Banco,Unicaja Banco,"[-6.5221167, 42.0588926]"
node/3741579505,bank,,Caixabank,Caixabank,"[-4.2112621, 37.9457189]"
node/3743429307,atm,,Cajamar,Cajamar,"[-0.986303, 37.6002719]"
node/3743679041,atm,,Banco Sabadell,Banco Sabadell,"[2.9024096, 39.7121697]"
node/3744460233,bank,,Unicaja Banco,Unicaja Banco,"[-4.2111581, 37.9462094]"
node/3744460234,bank,,Caixabank,Caixabank,"[-4.2111822, 37.94611]"
node/3744460310,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-4.2122803, 37.9445984]"
node/3744469322,bank,,CajaSur,CajaSur,"[-4.2145728, 37.9446575]"
node/3745223411,atm,,,,"[-3.7339762, 40.4491828]"
node/3745231651,atm,,,,"[-4.7627387, 40.7994317]"
node/3747239812,atm,,Caixabank,Caixabank,"[-3.7225723, 40.4227225]"
node/3747304686,bank,yes,Banco Santander,Banco Santander,"[-3.8244702, 40.3492954]"
node/3747549183,bank,,Caixabank,Caixabank,"[-3.8193523, 37.5904214]"
node/3748528924,bank,,Cajamar,Cajamar,"[2.9102833, 39.7198937]"
node/3749150913,bank,yes,Caja Rural,Caja Rural,"[-3.9065439, 37.6468235]"
node/3749405541,bank,,Caixabank,Caixabank,"[2.6989523, 39.6971212]"
node/3750129298,bank,,Unicaja Banco,Unicaja Banco,"[-5.7634845, 40.3856624]"
node/3750132275,bank,,BBVA,BBVA,"[-5.7638744, 40.3857354]"
node/3750866447,bank,,Cajamar,Cajamar,"[-5.0249525, 36.9514745]"
node/3750866450,bank,,Unicaja Banco,Unicaja Banco,"[-5.0253906, 36.9518857]"
node/3751492242,bank,yes,Caixabank,Caixabank,"[-3.5714738, 40.2093655]"
node/3751493419,bank,yes,Caja Rural,Caja Rural,"[-3.5711505, 40.2091723]"
node/3751493420,bank,yes,Banco Santander,Banco Santander,"[-3.5707716, 40.2091947]"
node/3751500033,bank,yes,BBVA,BBVA,"[-3.5732989, 40.2082474]"
node/3752027604,bank,yes,BBVA,BBVA,"[-3.7874379, 40.4451588]"
node/3752027605,bank,yes,Banco Santander,Banco Santander,"[-3.7875009, 40.4451603]"
node/3752224748,bank,,Banco Santander,Banco Santander,"[-0.8864055, 41.6314296]"
node/3752224749,atm,,Banco Santander,,"[-0.8864977, 41.6315161]"
node/3752443027,bank,yes,Banco Sabadell,Banco Sabadell,"[2.0794809, 41.4719307]"
node/3752443636,bank,yes,BBVA,BBVA,"[2.0840605, 41.4772889]"
node/3752443639,bank,,Caixabank,Caixabank,"[2.0824566, 41.4784223]"
node/3753266838,bank,,CajaSur,CajaSur,"[-3.819185, 37.5904385]"
node/3753266842,bank,yes,Unicaja Banco,Unicaja Banco,"[-3.8188608, 37.5904958]"
node/3753266843,bank,,Caja Rural de Jaén,Caja Rural de Jaén,"[-3.8188849, 37.5905292]"
node/3754362795,bank,,BBVA,BBVA,"[-3.0205324, 43.320988]"
node/3754362802,bank,,Laboral Kutxa,Laboral Kutxa,"[-3.0205152, 43.3209332]"
node/3754725936,atm,,,,"[-2.9327968, 43.2594935]"
node/3755146157,bank,,Caixabank,Caixabank,"[2.7196415, 39.6233155]"
node/3755146158,bank,,Banco Santander,Banco Santander,"[2.7213226, 39.6230506]"
node/3756084742,atm,,BBVA,BBVA,"[-1.2832461, 42.5764819]"
node/3756085957,atm,,,Banco Popular,"[-1.2819369, 42.5760488]"
node/3756620883,atm,,,,"[-6.001231, 42.9703701]"
node/3756620884,atm,,,,"[-6.0000187, 42.9712375]"
node/3756845611,bank,,Kutxabank,Kutxabank,"[-3.0255071, 43.3228064]"
node/3757433143,bank,yes,Banco Santander,Banco Santander,"[-3.7183013, 40.4273237]"
node/3758522677,bank,,Bankinter,Bankinter,"[0.0503429, 38.6422561]"
node/3758687537,bank,,Banco Santander,Banco Santander,"[0.0503585, 38.6427528]"
node/3760041558,bank,yes,,Cajasol,"[-6.2296895, 37.9063291]"
node/3760041561,bank,yes,Caja Rural,Caja Rural,"[-6.2297995, 37.9060601]"
node/3762668287,bank,,Banco Santander,Banco Santander,"[-2.9878994, 43.2953833]"
node/3762668288,bank,,Laboral Kutxa,Laboral Kutxa,"[-2.987636, 43.2955672]"
node/3762668289,bank,,Banco Sabadell,Banco Sabadell,"[-2.9872426, 43.2958112]"
node/3762680307,atm,,Caixabank,Caixabank,"[-0.4162412, 39.5132227]"
node/3762684369,atm,,Bankia,,"[-0.410913, 39.5142445]"
node/3762759029,bank,yes,Banco Santander,Banco Santander,"[-2.9853228, 43.2971278]"
node/3762761538,bank,yes,Caixabank,Caixabank,"[-3.5811519, 40.2122216]"
node/3764201859,bank,yes,Caja Rural,Caja Rural,"[-4.7206325, 41.6397517]"
node/3765708077,bank,,BBVA,BBVA,"[2.0832486, 41.4679942]"
node/3765708078,bank,,Banco Sabadell,Banco Sabadell,"[2.0829939, 41.4678996]"
node/3765708082,bank,,Caixabank,Caixabank,"[2.0820792, 41.467468]"
node/3766005417,bank,,,,"[-1.2124339, 38.0549609]"
node/3766761601,bank,yes,Banco Santander,Banco Santander,"[-3.7167625, 40.4319986]"
node/3766772259,bank,yes,Banco Sabadell,Banco Sabadell,"[-3.7172964, 40.4314473]"
node/3768670907,bank,yes,Caixabank,Caixabank,"[1.1068501, 41.1557314]"
node/3770327487,bank,yes,Caixabank,Caixabank,"[-3.6913327, 40.4708633]"
node/3770440307,atm,,Caixabank,Caixabank Cajero Campus UPNA,"[-1.6362933, 42.8004544]"
node/3770499207,bank,yes,Caixabank,Caixabank,"[-3.6926793, 40.4654261]"
node/3770549756,bank,yes,Deutsche Bank,Deutsche Bank,"[-3.6932292, 40.4653217]"
node/3771202486,bank,yes,Kutxabank,Kutxabank,"[-2.9128749, 43.2490107]"
node/3771202487,bank,yes,BBVA,BBVA,"[-2.9149724, 43.2518933]"
node/3771202488,bank,yes,Banco Sabadell,Banco Sabadell,"[-2.9148334, 43.25166]"
node/3772008946,bank,yes,Caixabank,Caixabank,"[2.4432218, 39.5376031]"
node/3772008947,bank,yes,,,"[2.440281, 39.5377031]"
node/3772008953,bank,yes,Banco Sabadell,Banco Sabadell,"[2.6479841, 39.5696514]"
node/3773084864,bank,yes,Laboral Kutxa,Laboral Kutxa,"[-0.4085872, 42.1352591]"
node/3773761958,atm,,Banco Santander,,"[2.8910458, 39.4906437]"
node/3773761960,atm,,Banco Santander,Santander,"[2.8912899, 39.4910929]"
node/3773761964,atm,,Caixabank,,"[2.885027, 39.4866404]"
node/3773810902,bank,,Caixa Altea,Caixa Altea,"[0.0488428, 38.6448683]"
node/3774542006,bank,,Kutxabank,Kutxabank,"[0.0489512, 38.6437863]"
node/3775135446,bank,,,SabadellSolbank,"[0.049865, 38.6449776]"
node/3775223369,bank,,Deutsche Bank,Deutsche Bank,"[-3.6666598, 40.4473312]"
node/3776054826,bank,,BBVA,BBVA,"[0.050134, 38.6428049]"
node/3776287067,bank,yes,Banco Sabadell,Banco Sabadell,"[-3.5958746, 40.4030428]"
node/3780027080,atm,,Banco Sabadell,Banco Sabadell,"[-3.5982578, 40.4009673]"
node/3780380557,bank,yes,Unicaja Banco,Unicaja Banco,"[-5.5659774, 43.3312492]"
