Municipios,Total
Santa Olalla,27.847
Sartajada,
Segurilla,31.075
Seseña,35.534
Sevilleja de la Jara,24.378
Sonseca,33.83
Sotillo de las Palomas,24.361
Talavera de la Reina,30.833
Tembleque,28.204
"Toboso, El",26.483
Toledo,43.465
Torralba de Oropesa,24.123
Torrecilla de la Jara,24.608
"Torre de Esteban Hambrán, La",29.409
Torrico,26.501
Torrijos,32.647
Totanés,31.692
Turleque,28.489
Ugena,37.741
Urda,27.351
Valdeverdeja,24.927
Valmojado,32.796
Velada,28.718
"Ventas con Peña Aguilera, Las",26.919
"Ventas de Retamosa, Las",32.991
"Ventas de San Julián, Las",23.664
Villacañas,26.84
"Villa de Don Fadrique, La",25.281
Villafranca de los Caballeros,29.238
Villaluenga de la Sagra,34.238
Villamiel de Toledo,31.545
Villaminaya,31.331
Villamuelas,29.666
Villanueva de Alcardete,27.397
Villanueva de Bogas,27.597
Villarejo de Montalbán,
Villarrubia de Santiago,30.373
Villaseca de la Sagra,32.358
Villasequilla,31.672
Villatobas,27.024
"Viso de San Juan, El",30.961
"Yébenes, Los",33.449
Yeles,30.224
Yepes,30.392
Yuncler,30.165
Yunclillos,32.184
Yuncos,32.471
Santo Domingo-Caudilla,27.354
Ademuz,27.809
Ador,31.572
Atzeneta d'Albaida,31.158
Agullent,31.085
Alaquàs,32.487
Albaida,32.317
Albal,35.455
Albalat de la Ribera,30.619
Albalat dels Sorells,38.697
Albalat dels Tarongers,35.658
Alberic,31.085
Alborache,33.399
Alboraia/Alboraya,44.525
Albuixech,37.531
Alcàsser,32.99
Alcàntera de Xúquer,30.078
Alzira,35.088
Alcublas,25.517
"Alcúdia, l'",34.788
"Alcúdia de Crespins, l'",30.22
Aldaia,33.692
Alfafar,30.768
Alfauir,33.934
Alfara de la Baronia,29.683
Alfara del Patriarca,35.09
Alfarb,33.835
Alfarrasí,34.92
Algar de Palància,32.821
Algemesí,33.425
Algímia d'Alfara,35.039
Alginet,33.776
Almàssera,37.281
Almiserà,31.822
Almoines,32.805
Almussafes,41.569
Alpuente,27.543
"Alqueria de la Comtessa, l'",33.014
Andilla,29.803
Anna,31.45
Antella,30.597
Aras de los Olmos,27.072
Aielo de Malferit,34.914
Aielo de Rugat,43.758
Ayora,31.407
Barxeta,32.685
Barx,32.321
Bèlgida,29.855
Bellreguard,31.917
Bellús,27.091
Benagéber,31.197
Benaguasil,31.646
Benavites,31.271
Beneixida,37.918
Benetússer,32.367
Beniarjó,32.034
Beniatjar,30.49
Benicolet,29.76
Benifairó de les Valls,30.847
Benifairó de la Valldigna,36.889
Benifaió,35.464
Beniflá,33.808
Benigànim,32.108
Benimodo,33.686
Benimuslem,30.059
Beniparrell,38.98
Benirredrà,46.164
Benissanó,33.712
Benissoda,35.894
Benissuera,31.816
Bétera,48.123
Bicorp,26.766
Bocairent,32.614
Bolbaite,28.846
Bonrepòs i Mirambell,36.17
Bufali,29.715
Bugarra,29.505
Buñol,33.944
Burjassot,32.145
Calles,26.702
Camporrobles,25.478
Canals,30.955
Canet d'En Berenguer,38.668
Carcaixent,32.021
Càrcer,32.163
Carlet,32.115
Carrícola,
Casas Altas,24.136
Casas Bajas,22.385
Casinos,33.246
Castelló de Rugat,31.109
Castellonet de la Conquesta,41.936
Castielfabib,21.723
Catadau,30.71
Catarroja,35.827
Caudete de las Fuentes,26.884
Cerdà,30.198
Cofrentes,39.354
Corbera,30.832
Cortes de Pallás,29.434
Cotes,31.908
Quart de les Valls,33.2
Quart de Poblet,32.281
Quartell,37.918
Quatretonda,32.049
Cullera,31.008
Chelva,29.188
Chella,28.565
Chera,25.416
Cheste,33.761
Xirivella,31.558
Chiva,38.986
Chulilla,29.183
Daimús,33.782
Domeño,36.176
Dos Aguas,26.544
"Eliana, l'",53.888
Emperador,39.021
Enguera,31.682
"Énova, l'",30.351
Estivella,36.272
Estubeny,27.166
Faura,32.084
Favara,30.529
Fontanars dels Alforins,33.197
Fortaleny,33.207
Foios,38.063
"Font d'en Carròs, la",30.083
"Font de la Figuera, la",30.134
Fuenterrobles,25.492
Gavarda,30.752
Gandia,32.25
"Genovés, el",32.389
Gestalgar,27.684
Gilet,37.718
Godella,56.74
Godelleta,34.603
"Granja de la Costera, la",30.155
Guadasséquies,33.856
Guadassuar,35.687
Guardamar de la Safor,38.26
Higueruelas,28.886
Jalance,30.156
Xeraco,30.562
Jarafuel,28.856
Xàtiva,34.27
Xeresa,36.055
Llíria,33.833
Loriguilla,38.049
Losa del Obispo,29.933
Llutxent,31.019
Llocnou d'En Fenollet,30.438
Llocnou de la Corona,33.832
Llocnou de Sant Jeroni,34.039
Llanera de Ranes,29.58
Llaurí,28.401
Llombai,33.258
"Llosa de Ranes, la",30.935
Macastre,29.863
Manises,33.137
Manuel,31.672
Marines,34.008
Massalavés,27.931
Massalfassar,39.815
Massamagrell,35.037
Massanassa,35.769
Meliana,35.967
Millares,25.823
Miramar,32.129
Mislata,35.06
Moixent/Mogente,30.592
Montcada/Moncada,35.917
Montserrat,33.795
Montaverner,32.636
Montesa,30.949
Montitxelvo/Montichelvo,32.686
Montroi/Montroy,28.139
Museros,36.556
Nàquera/Náquera,36.618
Navarrés,29.017
Novetlè,38.68
Oliva,31.571
Olocau,35.886
"Olleria, l'",31.556
Ontinyent,33.154
Otos,30.347
Paiporta,35.308
Palma de Gandía,29.937
Palmera,33.871
"Palomar, el",31.513
Paterna,38.707
Pedralba,27.229
Petrés,33.252
Picanya,41.913
Picassent,35.18
Piles,31.1
Pinet,34.203
Polinyà de Xúquer,32.436
Potries,32.176
"Pobla de Farnals, la",34.769
"Pobla del Duc, la",31.498
Puebla de San Miguel,
"Pobla de Vallbona, la",40.279
"Pobla Llarga, la",31.608
"Puig de Santa Maria, el",41.573
Puçol,41.098
Quesa,25.042
Rafelbunyol,37.129
Rafelcofer,34.487
Rafelguaraf,30.742
Ráfol de Salem,30.092
"Real de Gandia, el",34.435
Real,30.112
Requena,31.64
Riba-roja de Túria,41.662
Riola,31.269
Rocafort,63.336
Rotglà i Corberà,32.975
Ròtova,33.863
Rugat,30.984
Sagunt/Sagunto,34.485
Salem,31.581
Sant Joanet,33.743
Sedaví,35.081
Segart,33.858
Sellent,28.67
Sempere,
Senyera,32.903
Serra,36.675
Siete Aguas,29.119
Silla,34.016
Simat de la Valldigna,31.54
Sinarcas,32.39
Sollana,33.601
Sot de Chera,26.758
Sueca,33.341
Sumacàrcer,30.143
Tavernes Blanques,34.022
Tavernes de la Valldigna,32.406
Teresa de Cofrentes,24.76
Terrateig,33.03
Titaguas,29.661
Torrebaja,30.628
Torrella,28.694
Torrent,36.023
Torres Torres,35.229
Tous,35.145
Tuéjar,28.222
Turís,31.713
Utiel,29.806
València,40.058
Vallada,32.615
Vallanca,27.584
Vallés,28.947
Venta del Moro,22.952
Vilallonga/Villalonga,31.795
Vilamarxant,31.722
Castelló,32.964
Villar del Arzobispo,30.947
Villargordo del Cabriel,27.543
Vinalesa,37.173
Yátova,31.74
"Yesa, La",33.069
Zarra,24.395
Gátova,23.949
San Antonio de Benagéber,55.391
Benicull de Xúquer,31.582
Adalia,33.39
Aguasal,32.535
Aguilar de Campos,32.811
Alaejos,28.204
Alcazarén,27.751
Aldea de San Miguel,31.319
Aldeamayor de San Martín,38.925
Almenara de Adaja,32.535
Amusquillo,33.39
Arroyo de la Encomienda,42.562
Ataquines,28.333
Bahabón,32.535
Barcial de la Loma,34.211
Barruelo del Valle,33.39
Becilla de Valderaduey,27.045
Benafarces,33.39
Bercero,39.381
Berceruelo,33.39
Berrueces,30.985
Bobadilla del Campo,34.03
Bocigas,32.535
Bocos de Duero,32.535
Boecillo,47.654
Bolaños de Campos,33.687
Brahojos de Medina,27.108
Bustillo de Chaves,30.985
Cabezón de Pisuerga,34.704
Cabezón de Valderaduey,30.985
Cabreros del Monte,30.985
Campaspero,33.594
"Campillo, El",31.859
Camporredondo,53.784
Canalejas de Peñafiel,32.241
Canillas de Esgueva,33.39
Carpio,27.773
Casasola de Arión,27.638
Castrejón de Trabancos,24.468
Castrillo de Duero,33.541
Castrillo-Tejeriego,32.346
Castrobol,30.985
Castrodeza,30.274
Castromembibre,33.39
Castromonte,34.87
Castronuevo de Esgueva,39.997
Castronuño,26.964
Castroponce,26.463
Castroverde de Cerrato,28.862
Ceinos de Campos,32.036
Cervillego de la Cruz,
Cigales,33.556
Ciguñuela,33.561
Cistérniga,38.365
Cogeces de Íscar,30.892
Cogeces del Monte,33.367
Corcos,34.737
Corrales de Duero,32.535
Cubillas de Santa Marta,30.202
Cuenca de Campos,33.86
Curiel de Duero,33.397
Encinas de Esgueva,31.383
Esguevillas de Esgueva,33.054
Fombellida,38.327
Fompedraza,43.21
Fontihoyuelo,30.985
Fresno el Viejo,25.367
Fuensaldaña,39.53
Fuente el Sol,33.907
Fuente-Olmedo,32.535
Gallegos de Hornija,34.375
Gatón de Campos,30.985
Geria,39.541
Herrín de Campos,27.7
Hornillos de Eresma,32.407
Íscar,33.417
Laguna de Duero,39.823
Langayo,29.869
Lomoviejo,34.523
Llano de Olmedo,32.535
Manzanillo,32.535
Marzales,33.39
Matapozuelos,30.449
Matilla de los Caños,32.01
Mayorga,30.588
Medina del Campo,30.434
Medina de Rioseco,31.318
Megeces,35.941
Melgar de Abajo,32.878
Melgar de Arriba,34.271
Mojados,35.173
Monasterio de Vega,30.985
Montealegre de Campos,31.666
Montemayor de Pililla,32.007
Moral de la Reina,28.556
Moraleja de las Panaderas,
Morales de Campos,37.879
Mota del Marqués,32.18
Mucientes,36.417
"Mudarra, La",39.783
Muriel,23.715
Nava del Rey,26.965
Nueva Villa de las Torres,44.644
Olivares de Duero,32.678
Olmedo,32.375
Olmos de Esgueva,39.275
Olmos de Peñafiel,32.535
Palazuelo de Vedija,26.472
"Parrilla, La",30.715
"Pedraja de Portillo, La",32.671
Pedrajas de San Esteban,31.986
Pedrosa del Rey,28.872
Peñafiel,33.653
Peñaflor de Hornija,37.448
Pesquera de Duero,40.416
Piña de Esgueva,38.527
Piñel de Abajo,38.939
Piñel de Arriba,32.535
Pollos,29.449
Portillo,34.039
Pozal de Gallinas,33.74
Pozaldez,30.966
Pozuelo de la Orden,30.985
Puras,32.535
Quintanilla de Arriba,29.131
Quintanilla del Molar,30.985
Quintanilla de Onésimo,35.659
Quintanilla de Trigueros,30.933
Rábano,30.925
Ramiro,32.535
Renedo de Esgueva,43.346
Roales de Campos,30.744
Robladillo,33.39
Roturas,32.535
Rubí de Bracamonte,35.137
Rueda,32.101
Saelices de Mayorga,30.857
Salvador de Zapardiel,28.941
San Cebrián de Mazote,31.279
San Llorente,32.535
San Martín de Valvení,33.39
San Miguel del Arroyo,30.736
San Miguel del Pino,32.608
San Pablo de la Moraleja,27.996
San Pedro de Latarce,26.689
San Pelayo,33.39
San Román de Hornija,23.589
San Salvador,33.39
Santa Eufemia del Arroyo,30.985
Santervás de Campos,30.761
Santibáñez de Valcorba,29.74
Santovenia de Pisuerga,34.16
San Vicente del Palacio,30.832
Sardón de Duero,31.163
"Seca, La",31.5
Serrada,31.747
Siete Iglesias de Trabancos,27.317
Simancas,57.743
Tamariz de Campos,30.985
Tiedra,32.32
Tordehumos,36.554
Tordesillas,32.861
Torrecilla de la Abadesa,31.734
Torrecilla de la Orden,32.235
Torrecilla de la Torre,33.39
Torre de Esgueva,33.39
Torre de Peñafiel,32.535
Torrelobatón,32.185
Torrescárcela,32.0
Traspinedo,29.746
Trigueros del Valle,29.033
Tudela de Duero,35.027
"Unión de Campos, La",24.226
Urones de Castroponce,29.699
Urueña,31.732
Valbuena de Duero,37.875
Valdearcos de la Vega,32.535
Valdenebro de los Valles,38.466
Valdestillas,33.367
Valdunquillo,25.867
Valoria la Buena,34.064
Valverde de Campos,30.985
Valladolid,37.466
Vega de Ruiponce,30.985
Vega de Valdetronco,33.39
Velascálvaro,38.803
Velilla,33.309
Velliza,30.643
Ventosa de la Cuesta,29.831
Viana de Cega,41.088
Viloria,30.801
Villabáñez,33.444
Villabaruz de Campos,30.985
Villabrágima,34.793
Villacarralón,30.985
Villacid de Campos,30.985
Villaco,33.39
Villafrades de Campos,30.985
Villafranca de Duero,24.801
Villafrechós,32.379
Villafuerte,33.39
Villagarcía de Campos,33.198
Villagómez la Nueva,30.985
Villalán de Campos,30.985
Villalar de los Comuneros,39.616
Villalba de la Loma,30.985
Villalba de los Alcores,39.076
Villalbarba,31.239
Villalón de Campos,31.601
Villamuriel de Campos,30.985
Villán de Tordesillas,35.084
Villanubla,35.728
Villanueva de Duero,31.768
Villanueva de la Condesa,30.985
Villanueva de los Caballeros,38.96
Villanueva de los Infantes,41.542
Villanueva de San Mancio,48.484
Villardefrades,28.621
Villarmentero de Esgueva,35.641
Villasexmir,33.39
Villavaquerín,28.544
Villavellid,30.985
Villaverde de Medina,28.036
Villavicencio de los Caballeros,29.371
Wamba,35.537
Zaratán,39.329
"Zarza, La",28.258
Abadiño,44.795
Abanto y Ciérvana-Abanto Zierbena,41.418
Amorebieta-Etxano,45.694
Amoroto,51.527
Arakaldo,49.966
Arantzazu,47.881
Munitibar-Arbatzegi Gerrikaitz,38.694
Artzentales,40.418
Arrankudiaga-Zollo,51.056
Arrieta,54.194
Arrigorriaga,43.11
Bakio,46.475
Barakaldo,38.597
Barrika,60.175
Basauri,37.239
Berango,56.604
Bermeo,40.225
Berriatua,47.212
Berriz,44.686
Bilbao,44.813
Busturia,42.009
Karrantza Harana/Valle de Carranza,34.354
Artea,53.748
Zeanuri,48.127
Zeberio,46.411
Dima,48.092
Durango,49.291
Ea,40.647
Etxebarri,45.459
Etxebarria,47.358
Elantxobe,35.76
Elorrio,48.421
Ereño,48.689
Ermua,40.178
Fruiz,49.217
Galdakao,45.218
Galdames,40.099
Gamiz-Fika,62.534
Garai,78.372
Gatika,53.541
Gautegiz Arteaga,52.379
Gordexola,49.576
Gorliz,49.551
Getxo,61.31
Güeñes,39.679
Gernika-Lumo,43.497
Gizaburuaga,51.159
Ibarrangelu,44.968
Ispaster,46.268
Izurtza,52.944
Lanestosa,33.294
Larrabetzu,48.771
Laukiz,77.067
Leioa,48.812
Lemoa,42.035
Lemoiz,44.85
Lekeitio,41.327
Mallabia,51.275
Mañaria,46.447
Markina-Xemein,45.291
Maruri-Jatabe,66.113
Mendata,53.25
Mendexa,47.64
Meñaka,57.197
Ugao-Miraballes,39.961
Morga,48.657
Muxika,49.95
Mundaka,45.479
Mungia,52.747
Aulesti,45.695
Muskiz,42.851
Otxandio,42.057
Ondarroa,40.398
Urduña/Orduña,39.308
Orozko,46.099
Sukarrieta,48.355
Plentzia,49.45
Portugalete,39.248
Errigoiti,45.904
Valle de Trápaga-Trapagaran,39.042
Lezama,54.841
Santurtzi,38.832
Ortuella,37.296
Sestao,34.327
Sopela,52.198
Sopuerta,41.928
Trucios-Turtzioz,39.365
Ubide,35.424
Urduliz,47.991
Balmaseda,37.505
Atxondo,48.61
Bedia,43.234
Areatza,41.428
Igorre,43.194
Zaldibar,43.65
Zalla,43.063
Zaratamo,41.656
Derio,45.542
Erandio,38.314
Loiu,60.958
Sondika,50.401
Zamudio,45.555
Forua,48.277
Kortezubi,48.672
Murueta,55.517
Nabarniz,44.343
Iurreta,42.885
Ajangiz,55.047
Alonsotegi,37.533
Zierbena,53.783
Arratzu,58.522
Ziortza-Bolibar,47.04
Usansolo,43.694
Abezames,30.09
Alcañices,30.356
Alcubilla de Nogales,26.403
Alfaraz de Sayago,24.335
Algodre,28.864
Almaraz de Duero,28.276
Almeida de Sayago,27.406
Andavías,27.997
Arcenillas,31.638
Arcos de la Polvorosa,28.842
Argañín,24.884
Argujillo,23.745
Arquillinos,25.963
Arrabalde,22.967
Aspariegos,23.375
Asturianos,29.472
Ayoó de Vidriales,27.01
Barcial del Barco,23.267
Belver de los Montes,25.693
Benavente,29.015
Benegiles,28.749
Bermillo de Sayago,28.923
"Bóveda de Toro, La",26.373
Bretó,26.083
Bretocino,22.667
Brime de Sog,21.795
Brime de Urz,24.882
Burganes de Valverde,27.15
Bustillo del Oro,30.09
Cabañas de Sayago,30.121
Calzadilla de Tera,22.383
Camarzana de Tera,29.693
Cañizal,25.853
Cañizo,32.727
Carbajales de Alba,25.822
Carbellino,29.17
Casaseca de Campeán,25.857
Casaseca de las Chanas,33.787
Castrillo de la Guareña,30.749
Castrogonzalo,27.964
Castronuevo,26.061
Castroverde de Campos,26.704
Cazurra,25.857
Cerecinos de Campos,29.722
Cerecinos del Carrizal,28.154
Cernadilla,31.163
Cobreros,24.678
Coomonte,23.914
Coreses,28.765
Corrales del Vino,27.391
Cotanes del Monte,30.09
Cubillos,28.812
Cubo de Benavente,30.355
"Cubo de Tierra del Vino, El",25.315
Cuelgamures,25.857
Entrala,25.668
Espadañedo,19.462
Faramontanos de Tábara,24.435
Fariza,28.42
Fermoselle,25.098
Ferreras de Abajo,27.757
Ferreras de Arriba,27.515
Ferreruela,25.541
Figueruela de Arriba,23.984
Fonfría,27.61
Fresno de la Polvorosa,20.797
Fresno de la Ribera,32.909
Fresno de Sayago,26.17
Friera de Valverde,26.344
Fuente Encalada,24.882
Fuentelapeña,25.567
Fuentesaúco,27.278
Fuentes de Ropel,27.934
Fuentesecas,30.09
Fuentespreadas,28.842
Galende,26.884
Gallegos del Pan,29.57
Gallegos del Río,21.634
Gamones,24.884
Gema,26.373
Granja de Moreruela,27.162
Granucillo,26.441
Guarrate,31.245
Hermisende,23.508
"Hiniesta, La",27.853
Jambrina,23.982
Justel,21.605
Losacino,24.359
Losacio,
Lubián,29.226
Luelmo,29.162
"Maderal, El",23.613
Madridanos,27.983
Mahide,22.907
Maire de Castroponce,32.071
Malva,18.63
Manganeses de la Lampreana,27.588
Manganeses de la Polvorosa,27.989
Manzanal de Arriba,24.174
Manzanal del Barco,22.342
Manzanal de los Infantes,20.102
Matilla de Arzón,26.688
Matilla la Seca,30.09
Mayalde,21.975
Melgar de Tera,27.959
Micereces de Tera,27.761
Milles de la Polvorosa,27.553
Molacillos,31.756
Molezuelas de la Carballeda,21.605
Mombuey,29.7
Monfarracinos,32.894
Montamarta,27.524
Moral de Sayago,26.042
Moraleja del Vino,32.109
Moraleja de Sayago,22.623
Morales del Vino,38.796
Morales de Rey,24.225
Morales de Toro,23.626
Morales de Valverde,26.344
Moralina,32.991
Moreruela de los Infanzones,24.181
Moreruela de Tábara,26.863
Muelas de los Caballeros,25.932
Muelas del Pan,31.59
Muga de Sayago,32.88
Navianos de Valverde,27.114
Olmillos de Castro,22.287
Otero de Bodas,27.782
Pajares de la Lampreana,19.567
Palacios del Pan,27.559
Palacios de Sanabria,28.194
Pedralba de la Pradería,25.801
"Pego, El",31.131
Peleagonzalo,26.386
Peleas de Abajo,28.893
Peñausende,26.832
Peque,23.719
"Perdigón, El",28.972
Pereruela,28.35
Perilla de Castro,29.002
Pías,21.605
Piedrahita de Castro,33.093
Pinilla de Toro,27.656
Pino del Oro,27.845
"Piñero, El",28.074
Pobladura del Valle,27.749
Pobladura de Valderaduey,30.09
Porto,27.664
Pozoantiguo,26.083
Pozuelo de Tábara,26.813
Prado,30.09
Puebla de Sanabria,33.535
Pueblica de Valverde,22.192
Quintanilla del Monte,30.09
Quintanilla del Olmo,30.09
Quintanilla de Urz,24.882
Quiruelas de Vidriales,28.517
Rabanales,28.603
Rábano de Aliste,22.13
Requejo,21.712
Revellinos,28.862
Riofrío de Aliste,27.669
Rionegro del Puente,27.318
Roales,34.463
Robleda-Cervantes,26.601
Roelos de Sayago,33.286
Rosinos de la Requejada,25.52
Salce,24.884
Samir de los Caños,32.947
San Agustín del Pozo,33.445
San Cebrián de Castro,24.677
San Cristóbal de Entreviñas,27.352
San Esteban del Molar,39.808
San Justo,23.133
San Martín de Valderaduey,30.09
San Miguel de la Ribera,28.321
San Miguel del Valle,24.703
San Pedro de Ceque,22.671
San Pedro de la Nave-Almendra,24.4
Santa Clara de Avedillo,25.6
Santa Colomba de las Monjas,26.052
Santa Cristina de la Polvorosa,28.952
Santa Croya de Tera,30.612
Santa Eufemia del Barco,25.771
Santa María de la Vega,28.645
Santa María de Valverde,24.882
Santibáñez de Tera,29.434
Santibáñez de Vidriales,27.234
Santovenia,28.39
San Vicente de la Cabeza,27.777
San Vitero,31.131
Sanzoles,24.639
Tábara,30.508
Tapioles,28.237
Toro,29.85
"Torre del Valle, La",28.919
Torregamones,23.545
Torres del Carrizal,29.327
Trabazos,29.568
Trefacio,24.696
Uña de Quintana,23.05
Vadillo de la Guareña,25.836
Valcabado,33.258
Valdefinjas,25.857
Valdescorriel,26.118
Vallesa de la Guareña,25.857
Vega de Tera,25.956
Vega de Villalobos,30.09
Vegalatrave,
Venialbo,23.859
Vezdemarbán,28.287
Vidayanes,30.09
Videmala,24.949
Villabrázaro,37.153
Villabuena del Puente,25.733
Villadepera,25.429
Villaescusa,24.773
Villafáfila,25.009
Villaferrueña,26.974
Villageriz,24.882
Villalazán,31.309
Villalba de la Lampreana,31.785
Villalcampo,26.752
Villalobos,29.434
Villalonso,30.09
Villalpando,29.32
Villalube,24.767
Villamayor de Campos,29.552
Villamor de los Escuderos,22.866
Villanázar,27.05
Villanueva de Azoague,28.959
Villanueva de Campeán,29.396
Villanueva de las Peras,24.882
Villanueva del Campo,26.092
Villaralbo,31.762
Villardeciervos,32.543
Villar de Fallaves,30.09
Villar del Buey,25.821
Villardiegua de la Ribera,24.139
Villárdiga,30.09
Villardondiego,31.705
Villarrín de Campos,30.92
Villaseco del Pan,21.815
Villavendimio,29.327
Villaveza del Agua,28.857
Villaveza de Valverde,24.882
Viñas,21.455
Zamora,32.824
Abanto,31.911
Acered,21.562
Agón,37.615
Aguarón,28.655
Aguilón,38.908
Ainzón,34.116
Aladrén,31.911
Alagón,36.418
Alarba,30.027
Alberite de San Juan,34.121
Albeta,32.408
Alborge,31.841
Alcalá de Ebro,32.053
Alcalá de Moncayo,33.636
Alconchel de Ariza,30.027
Aldehuela de Liestos,31.911
Alfajarín,38.789
Alfamén,35.543
Alforque,
Alhama de Aragón,29.78
Almochuel,32.733
"Almolda, La",35.477
Almonacid de la Cuba,28.896
Almonacid de la Sierra,27.66
"Almunia de Doña Godina, La",36.072
Alpartir,31.702
Ambel,29.318
Anento,40.222
Aniñón,27.887
Añón de Moncayo,30.648
Aranda de Moncayo,25.28
Arándiga,25.556
Ardisa,32.732
Ariza,28.784
Artieda,32.732
Asín,32.732
Atea,23.589
Ateca,30.769
Azuara,29.669
Badules,31.911
Bagüés,32.732
Balconchán,31.911
Bárboles,33.614
Bardallur,31.303
Belchite,33.646
Belmonte de Gracián,29.238
Berdejo,30.027
Berrueco,31.911
Bijuesca,30.027
Biota,29.812
Bisimbre,34.121
Boquiñeni,33.79
Bordalba,30.027
Borja,32.604
Botorrita,38.271
Brea de Aragón,30.164
Bubierca,30.027
Bujaraloz,38.403
Bulbuente,29.729
Bureta,29.107
"Burgo de Ebro, El",37.929
"Buste, El",34.121
Cabañas de Ebro,38.675
Cabolafuente,30.027
Cadrete,39.32
Calatayud,33.913
Calatorao,32.223
Calcena,
Calmarza,30.027
Campillo de Aragón,32.655
Carenas,31.215
Cariñena,33.976
Caspe,30.926
Castejón de Alarba,30.027
Castejón de las Armas,30.027
Castejón de Valdejasa,35.772
Castiliscar,30.045
Cervera de la Cañada,23.05
Cerveruela,31.911
Cetina,29.809
Cimballa,30.027
Cinco Olivas,31.159
Clarés de Ribota,30.027
Codo,29.316
Codos,29.529
Contamina,30.027
Cosuenda,30.119
Cuarte de Huerva,46.472
Cubel,24.69
"Cuerlas, Las",31.911
Chiprana,29.09
Chodes,27.743
Daroca,31.915
Ejea de los Caballeros,34.489
Embid de Ariza,30.027
Encinacorba,28.406
Épila,33.56
Erla,33.141
Escatrón,34.403
Fabara,30.426
Farlete,45.152
Fayón,26.438
"Fayos, Los",30.714
Figueruelas,43.178
Fombuena,31.911
"Frago, El",38.508
"Frasno, El",30.698
Fréscano,32.133
Fuendejalón,29.951
Fuendetodos,34.252
Fuentes de Ebro,37.82
Fuentes de Jiloca,26.112
Gallocanta,37.648
Gallur,32.731
Gelsa,34.257
Godojos,30.027
Gotor,25.921
Grisel,34.121
Grisén,37.189
Herrera de los Navarros,29.644
Ibdes,25.435
Illueca,29.55
Isuerre,32.732
Jaraba,30.571
Jarque de Moncayo,26.769
Jaulín,33.919
"Joyosa, La",41.529
Lagata,25.554
Langa del Castillo,26.631
Layana,32.732
Lécera,27.298
Leciñena,33.644
Lechón,31.911
Letux,32.995
Litago,28.296
Lituénigo,36.36
Lobera de Onsella,32.732
Longares,27.021
Longás,32.732
Lucena de Jalón,28.798
Luceni,32.475
Luesia,34.728
Luesma,31.911
Lumpiaque,29.487
Luna,33.668
Maella,28.378
Magallón,32.326
Mainar,28.843
Malanquilla,30.027
Maleján,28.562
Malón,28.57
Maluenda,29.192
Mallén,32.943
Manchones,31.911
Mara,28.272
María de Huerva,43.702
Mediana de Aragón,30.106
Mequinenza,37.905
Mesones de Isuela,29.934
Mezalocha,35.862
Mianos,32.732
Miedes de Aragón,26.362
Monegrillo,36.708
Moneva,39.237
Monreal de Ariza,31.817
Monterde,33.59
Montón,30.027
Morata de Jalón,30.773
Morata de Jiloca,27.28
Morés,27.981
Moros,22.861
Moyuela,32.93
Mozota,35.451
Muel,36.52
"Muela, La",38.226
Munébrega,32.824
Murero,31.911
Murillo de Gállego,32.872
Navardún,32.732
Nigüella,
Nombrevilla,31.911
Nonaspe,29.956
Novallas,33.253
Novillas,30.785
Nuévalos,31.521
Nuez de Ebro,37.412
Olvés,29.975
Orcajo,31.911
Orera,35.906
Orés,32.732
Oseja,30.027
Osera de Ebro,34.658
Paniza,29.782
Paracuellos de Jiloca,34.411
Paracuellos de la Ribera,21.652
Pastriz,39.767
Pedrola,38.285
"Pedrosas, Las",31.13
Perdiguera,39.986
Piedratajada,32.732
Pina de Ebro,36.853
Pinseque,39.34
"Pintanos, Los",32.732
Plasencia de Jalón,31.141
Pleitas,32.733
Plenas,31.716
Pomer,30.027
Pozuel de Ariza,30.027
Pozuelo de Aragón,35.463
Pradilla de Ebro,42.711
Puebla de Albortón,33.684
"Puebla de Alfindén, La",38.796
Puendeluna,32.732
Purujosa,
Quinto,36.345
Remolinos,37.456
Retascón,31.911
Ricla,31.819
Romanos,27.188
Rueda de Jalón,41.566
Ruesca,30.027
Sádaba,32.206
Salillas de Jalón,30.5
Salvatierra de Esca,24.081
Samper del Salz,32.733
San Martín de la Virgen de Moncayo,33.296
San Mateo de Gállego,39.526
Santa Cruz de Grío,25.239
Santa Cruz de Moncayo,34.279
Santa Eulalia de Gállego,31.239
Santed,31.911
Sástago,35.503
Sabiñán,27.748
Sediles,27.542
Sestrica,25.519
Sierra de Luna,38.786
Sigüés,32.732
Sisamón,30.027
Sobradiel,39.413
Sos del Rey Católico,36.396
Tabuenca,28.585
Talamantes,34.121
Tarazona,34.239
Tauste,36.589
Terrer,29.409
Tierga,26.791
Tobed,30.572
Torralba de los Frailes,31.911
Torralba de Ribota,31.406
Torralbilla,31.911
Torrehermosa,30.027
Torrelapaja,30.027
Torrellas,28.22
Torres de Berrellén,36.761
Torrijo de la Cañada,37.141
Tosos,30.04
Trasmoz,34.121
Trasobares,26.29
Uncastillo,33.529
Undués de Lerda,32.732
Urrea de Jalón,29.016
Urriés,32.732
Used,33.057
Utebo,39.323
Valdehorna,31.911
Val de San Martín,31.911
Valmadrid,32.733
Valpalmas,33.383
Valtorres,30.027
Velilla de Ebro,31.424
Velilla de Jiloca,30.027
Vera de Moncayo,37.328
Vierlas,34.121
"Vilueña, La",30.027
Villadoz,31.911
Villafeliche,27.751
Villafranca de Ebro,37.805
Villalba de Perejil,30.027
Villalengua,29.162
Villanueva de Gállego,42.455
